id,vehicle_number,charge
201302132013-004812,2,D.W.I.                        
201302132013-008160,1,39:4-50 DWI                   
201302142013:33748,1,39:4-50                       
20130215I-2013-005655,1,                              
20130215I-2013-005655,2,                              
20130215I-2013-007318,1,                              
20130215I-2013-024920,1,39:3-36 FAILURE TO NOTIFY DMV?
20130215I-2013-025086,1,                              
20130215I-2013-025086,3,                              
20130216I-2013-003557,1,39:4-50 DRIVING WHILE UNDER T 
20130216I-2013-003557,2,39:4-96 RECKLESS DRIVING      
2013021713-05499,1,SEE PAGE 2                    
2013021713-18392,1,                              
2013021713-18392,2,                              
2013021813-8161-AC,1,39:497                        
20130219I-2013-067563,1,                              
20130219I-2013-067563,2,                              
2013022013-14709,1,39:4-50                       
2013022013-15415,1,                              
20130221I-2013-025858,1,                              
20130221I-2013-034423,1,39:4-96 RECKLESS DRIVING      
20130221I-2013-034423,2,                              
20130221I-2013-034423,3,                              
2013022313-80693,1,                              
2013022513-479,1,                              
20130225I-2013-04132,1,39:4-129 LEAVING THE SCENE OF?
2013022929-13-000794-021,1,                              
2013022929-13-000794-021,2,                              
2013022929-13-003178-083,1,                              
2013022929-13-003178-083,2,                              
201302302013-4593,1,39:4-97                       
201302302013-4593,2,                              
20130231BC-13-046677,1,SUSPENDED LICENSE 39:3-40     
2013023313-03545,1,39:4-123A                     
2013023313-03545,2,39:4-97                       
2013023313-07536,1,                              
2013023313-07536,2,39:4-97                       
2013023313-08552,1,                              
2013023313-08552,2,                              
2013023313-08552,3,                              
2013023313-08552,4,                              
2013023313-11742,1,                              
2013023313-11920,1,                              
2013023313-17824,1,                              
201302342013-009560,1,                              
20130235MP-006538-13,1,                              
201302382013-003261,1,39:4-97                       
201302382013-003261,2,                              
201302382013-003261,3,                              
2013023913-3331,1,                              
2013023913-3331,2,                              
2013023913-3636,1,                              
2013023913-3636,2,                              
2013023913-8524,1,                              
2013024141-13-007346,1,39:4-97                       
2013024141-13-007346,2,                              
2013024213-03361,1,                              
2013024213-03553,1,                              
2013024213-03553,2,                              
2013024213-05916,1,                              
20130245I-2013-023269,1,                              
20130245I-2013-023269,2,                              
20130246BC-13-024034,1,                              
20130246BC-13-024034,2,                              
20130246I-2013-017247,1,                              
20130246I-2013-026640,1,                              
20130246I-2013-046600,1,                              
20130246I-2013-046600,2,                              
20130249D030-2013-02421A,1,                              
20130251I-2013-012024,1,                              
20130251I-2013-018996,1,39:4-82 FAILURE TO KEEP RIGHT 
2013025213-4503,1,                              
2013025213-4503,2,                              
2013025213-4574,1,                              
2013025213-4574,2,39:4-50  39:4-97              
201302542013-006240,1,39:4-96                       
201302562013-000251,1,                              
201302562013-000251,2,                              
201302562013-009021,1,                              
201302562013-009021,2,                              
2013025713-01371,1,                              
20130257B060-2013-03455A,1,                              
20130257B060-2013-03455A,2,                              
2013026013-005322,1,39:4-96/39:4-50               
2013026013-005322,2,                              
2013026013-023309,1,39:4-50                       
20130260PD-13-020483,1,39:4-97 CARELESS DRIVING      
20130260PD-13-020483,2,                              
20130261TY-13-05117,1,PENDING                       
20130261TY-13-10557,1,NONE AT THE SCENE             
2013026213-002892,1,                              
2013026313-0337513-083,1,                              
2013026313-0337513-083,2,                              
2013026313-041,1,                              
2013026513-3608,1,                              
20130265WG-13-09594,1,                              
201302662013-002811/110-13,1,39:3-72                       
201302662013-002811/110-13,2,                              
2013026634-13/I-2013-000598,1,                              
20130267I-2013-009552,1,2C:12-1C ASSAULT BY AUTO      
20130267I-2013-009552,2,                              
20130267I-2013-009767,1,                              
20130267I-2013-009767,2,                              
20130267I-2013-013363,1,39:4-66 IMPROPER EMERGING FRO?
20130267I-2013-013363,2,39:4-123 IMPROPER TURNS       
20130267I-2013-015594,1,39:4-97 CARELESS DRIVING      
2013027013-10128,1,                              
2013027013-10128,2,                              
2013027013-5138,1,                              
2013030413-4748,1,39:4-97                       
201303042013-6827,1,39:4-97                       
201303052013-10946,1,                              
20130305201304834,1,                              
20130305201306042,1,                              
20130305201306042,2,                              
20130305201306042,3,                              
20130305201307523,1,                              
201303062013-20789,1,39:4-97                       
201303062013-20789,2,                              
201303062013-20789,3,                              
201303062013-20789,4,                              
20130306C020-2013-00498A,1,                              
20130306C020-2013-00893A,1,39:4-50                       
201303072013-3025,1,39:4-98                       
201303082013-0092,1,                              
201303082013-16296,1,39:4-97                       
201303082013-16296,2,                              
201303082013-4943,1,                              
201303102013-2252,1,CARELESS DRIVING 39:4-97      
201303102013-2252,2,NONE.                         
201303102013-2822,1,                              
20130310201307664,1,                              
20130310201307664,2,                              
20130311201307448,1,                              
20130312201300142,1,                              
20130312201300142,2,                              
2013031313-11077,1,39:4-81                       
2013031313-11077,2,                              
2013031313-11091,1,39:4-97                       
2013031313-11091,2,                              
2013031313-14868,1,                              
2013031313-14868,2,                              
2013031313-16921,1,39:4-82                       
2013031313-16921,2,                              
2013031313-25273,1,N.J.S. 39:4-97                
2013031313-9021,1,39:4-97                       
2013031313-9021,2,                              
201303132013-001314,1,39:4-97                       
201303132013-13380,1,39:4-50                       
201303132013-17539,1,39:4-50                       
201303132013-17539,2,                              
201303132013-23441,1,39: 4-50                      
201303132013-23441,2,39:4-50                       
201303132013-25986,1,39:4-97                       
201303132013-25986,2,                              
201303132013-2837,1,                              
201303132013-3398,1,39:4-97                       
201303132013-5535,1,39:4-97                       
201303132013-9405,1,39:4-50                       
201303132013-9405,2,                              
201303152013-2054,1,39:4-144                      
201303152013-2054,2,                              
201303152013-3176,1,39:4-88B                      
201303152013-4707,1,39:4-144                      
201303152013-4707,2,                              
20130315C020-2013-00296A,1,39:4-97                       
20130315C020-2013-00296A,2,                              
20130316C020-2013-00549A,1,39:4-97                       
20130316C020-2013-00549A,2,39:4-144                      
201303172013-5526,1,39:4-97                       
201303172013-5526,2,                              
201303182013-1827,1,39:4-97                       
201303182013-1827,2,                              
201303182013-2648,1,                              
201303182013-7116,1,39:4-50                       
20130318D020-2013-00571A,1,                              
20130318D020-2013-00571A,2,                              
2013031913-16576,1,                              
2013031913-1836,1,39:8-1                        
2013031913-7190,1,39:4-97                       
2013031913-7190,2,                              
2013031913-7190,3,                              
2013031913-7735,1,39:4-97                       
201303192013-9584,1,39:4-97                       
201303192013-9584,2,39:4-81                       
201303192013-9584,3,                              
201303192013-9584,4,                              
201303202013-11674,1,DRIVING WHILE INTOXICATED 39:?
201303202013-13150,1,CARLESS DRIVING 39: 4-97      
201303202013-13150,2,FAILURE TO WEAR SEATBELT 39:3?
201303202013-13150,3,                              
201303222013-1055,1,                              
201303222013-11016,1,                              
201303222013-14116,1,                              
201303222013-6463,1,39:4-81                       
201303222013-6463,2,                              
2013032313-262,1,                              
2013032313-262,2,39:3-76.2F                    
2013032313-2754,1,39:3-40                       
2013032313-4572,1,39:3-70                       
2013032313-4572,2,39:4-96                       
201303242013-00539,1,                              
201303242013-05481,1,                              
201303242013-13477,1,39:4-144 (FAILURE TO STOP/YIE?
201303242013-13477,2,                              
201303242013-13916,1,39.4-96                       
201303242013-13916,2,                              
201303242013-14115,1,                              
201303242013-15432,1,39:4-90                       
201303242013-15432,2,                              
201303242013-16710,1,                              
201303242013-24075,1,39:4-81                       
201303242013-24075,2,39:3-76.2F                    
20130324C020-2013-00031A,1,39:3-40                       
20130324C020-2013-00031A,2,                              
20130324C020-2013-00800A,1,                              
20130324D020-2013-00723A,1,                              
20130324D020-2013-00723A,2,                              
20130326C020-2013-00729A,1,39:4-97                       
201303292013-16291,1,39:4-50                       
201303292013-21537,1,39:4-50                       
201303292013-21557,1,                              
201303292013-3459,1,39:3-13:4                     
201303292013-4773,1,                              
201303292013-4773,2,                              
201303292013-4773,3,                              
201303292013-4778,1,                              
201303292013-5326,1,39:3-76.2F                    
20130333C080-2013-00341A,1,                              
20130333C080-2013-00341A,2,                              
20130333C080-2013-00578A,1,                              
20130334C020-2013-00512A,1,39:4-50                       
20130335C080-2013-00115A,1,39:4-97                       
20130335C080-2013-00115A,2,                              
201303372013-10655,1,39:4-97                       
201303372013-4117,1,39:4-97                       
201303372013-4117,2,                              
20130337D020-2013-01112A,1,39:4-96                       
201303382013-00003762,1,39:4-97                       
201303382013-00003762,2,                              
201303382013-00004288,1,                              
201303382013-00008275,1,39:4-96                       
201303382013-00016677,1,                              
20130339C080-2013-00648A,1,                              
20130404213004317,1,39:4-97                       
20130404213004317,2,                              
20130404A310-2013-00782A,1,39:4-50                       
20130404A310-2013-00782A,2,                              
20130404A310-2013-01443A,1,39:4-50                       
20130404A310-2013-02498A,1,39:4-97                       
20130404A310-2013-02498A,2,                              
20130404A310-2013-02498A,3,                              
20130405T2013-366,1,                              
20130405T2013-391,1,CARELESS DRIVING              
201304062013-292,1,                              
201304062013-292,2,39:4-81                       
201304062013-299,1,39:4-97                       
201304062013-299,2,                              
201304062013-299,3,                              
20130407201300290,1,                              
2013040813-05-17-2731,1,                              
2013040813-11-09-1583,1,                              
201304081302050153,1,                              
201304081302050153,2,                              
201304081302050247,1,                              
201304081302050247,2,                              
201304081302051396,1,                              
201304081303021264,1,                              
201304081303250247,1,39:4-97 CARELESS              
201304081303250247,2,                              
201304081305011907,1,                              
201304081305253050,1,                              
201304081305253050,2,                              
201304081306020393,1,                              
201304081306060825,1,                              
201304081306060825,2,                              
201304081306060825,3,                              
20130408130623-3062,1,                              
20130408130623-3062,2,                              
201304081306261491,1,                              
20130408130629-2407,1,39:4-50.1                     
20130408130629-2407,2,                              
20130408130629-2407,3,                              
20130408130629-2407,4,                              
201304081308081360,1,                              
20130408130811-0886,1,                              
201304081308122922,1,39:3-40                       
201304081308310056,1,                              
201304081308311598,1,39:4-96                       
201304081308311598,2,                              
201304081309142204,1,                              
201304081309142204,2,                              
201304081309202142,1,                              
201304081309202142,3,                              
201304081310060132,1,                              
201304081310060132,2,                              
20130408131124-3003,1,                              
20130408A310-2013-00909A,1,39:4-50                       
20130408A310-2013-00909A,2,                              
2013040913-019298,1,39:4-50.14                    
2013040913-024259,1,39:4-97                       
2013040913-024259,2,                              
2013040913-035278,1,39:4-97  39:4-51B             
2013040913-035278,2,NONE AT THIS TIME             
2013040913-061940,1,39:3-40                       
2013040913-070127,1,                              
2013040913-075443,1,39:4-81                       
2013040913-075443,2,                              
2013040913-077191,1,39:4-97                       
2013040913-077191,2,NONE AT THIS TIME             
2013040913-078991,1,                              
20130409A310-2013-00556A,1,                              
20130409A310-2013-00556A,2,                              
20130409A310-2013-01653A,1,39:4-97                       
201304112013001466,1,39:3-4                        
201304112013001466,2,                              
201304122013-05538,1,                              
201304122013-6605,1,                              
201304122013-6605,2,                              
201304122013-6605,3,                              
20130414A310-2013-01861A,1,                              
20130414A310-2013-01861A,2,                              
20130414A310-2013-02154A,1,39:4-97                       
20130414A310-2013-02154A,2,                              
20130414A310-2013-02154A,3,                              
20130414A310-2013-02154A,4,                              
2013041513-011653,1,39:4-97                       
2013041513-017173,1,                              
2013041513-027813,1,39:4-50(G) (1)                
2013041513-035563,1,                              
2013041513-035563,2,                              
2013041513-039170,1,39:4-97                       
2013041513-039170,2,                              
2013041513-039170,3,                              
2013041513-039170,4,                              
2013041513-039170,5,                              
2013041513-039170,6,                              
2013041513-039170,7,                              
2013041513-040130,1,39:4-50.1                     
2013041513-040130,2,                              
2013041513-040130,3,                              
2013041513-040130,4,                              
20130415A310-2013-02546A,1,                              
201304172013-0011,1,39:3-13.8                     
201304182013010563,1,39:4-50                       
2013042213-006418,1,                              
2013042213-006418,2,                              
2013042213-006418,3,                              
2013042213-006418,4,                              
2013042413-07214,1,39:4-129A                     
2013042413-08096,1,                              
201304252013001187,1,39:4-36A                      
2013042713-000532,1,39:4-97                       
2013042713-26647,1,                              
2013042713-26647,2,                              
2013042713-56132,1,39:4-50                       
2013042713-56132,2,                              
201304272013-24169,1,39:4-97                       
201304302013-11,1,39:4-50                       
20130431187-13A,1,                              
20130431187-13A,2,39:4-97                       
2013043139-13A,1,                              
2013043139-13A,2,                              
2013043413-1069-AC,1,                              
2013043413-1069-AC,2,                              
2013043413-114-AC,1,                              
2013043413-114-AC,2,                              
2013043413-422-AC,1,                              
2013043413-422-AC,2,                              
2013043413-422-AC,3,                              
2013043413-446-AC,1,                              
2013043413-447-AC,1,39:4 144                      
2013043413-447-AC,2,39:3 40                       
2013043413-448-AC,1,                              
2013043413-448-AC,2,                              
2013043413-488-AC,1,                              
2013043413-658-AC,1,39:4 97                       
2013043413-658-AC,2,39:3 10                       
2013043413-658-AC,3,                              
2013043413-679-AC,1,                              
2013043413-679-AC,2,                              
2013043413-679-AC,3,                              
2013043413-710-AC,1,                              
2013043413-710-AC,2,                              
2013043413-710-AC,3,                              
2013043413-738-AC,1,                              
2013043413-782-AC,1,                              
2013043413-782-AC,2,                              
201304362013-002753,1,39:4-97                       
201304362013-002753,2,                              
201304362013-006625,1,PENDING                       
201304362013-006625,2,NONE ISSUED                   
201304362013-014548,1,39:4-82                       
201304362013-029832,1,39:4-97                       
201304362013-029832,2,                              
201304362013-030274,1,39:4-97                       
201304362013-030274,2,                              
201304362013-036653,1,                              
201304362013-043887,1,NONE ISSUED                   
201304362013-048863,1,                              
201304362013-057640,1,39:4-50                       
20130436A160-2013-00442A,1,39:3-76.2F                    
20130436A160-2013-00606A,1,                              
20130436A160-2013-00606A,2,                              
20130436A160-2013-00606A,3,                              
20130436A160-2013-00606A,4,                              
2013043780-13A,1,                              
2013050113-04338,1,                              
20130504A050-2013-00041A,1,39:4-97                       
20130505I-2013-001200,1,39:4-144                      
20130505I-2013-001200,2,                              
20130505I-2013-012341,1,                              
20130505I-2013-023256,1,39:4-144                      
20130505I-2013-023256,2,39:3-40                       
20130505I-2013-026850,1,                              
20130505I-2013-040061,1,39:4-50                       
20130505I-2013-040061,2,                              
20130506E030-2013-00974A,1,                              
20130506I-2013-00433,1,39:4-97                       
20130506I-2013-15642,1,                              
20130506I-2013-15642,2,                              
20130506I-2013-25079,1,                              
20130506I-2013-25079,2,                              
20130510I-2013-05108,1,                              
20130510I-2013-05108,2,                              
20130511A050-2013-00479A,1,                              
20130511A050-2013-00506A,1,                              
20130601A040-2013-00243A,1,39:4-98                       
20130601BR-27001-13,1,                              
20130601BR-27001-13,2,                              
20130601BR-43593-13,1,                              
20130603A040-2013-00474A,1,39:4-50                       
20130605A040-2013-00253A,1,39:4-50                       
20130605A100-2013-00171A,1,39:4-97                       
20130607A040-2013-00099A,1,                              
20130607A040-2013-00428A,1,                              
20130607A040-2013-00555A,1,39:4-97                       
20130608A100-2013-00120A,1,39:4-50                       
20130608A100-2013-00470A,1,                              
20130609A100-2013-00065A,1,39:4-50                       
20130609A100-2013-00083A,1,                              
20130609A100-2013-00370A,1,                              
2013061013-02663,1,39:4-50                       
2013061013-02663,2,                              
20130613A040-2013-00249A,1,                              
20130613A040-2013-00249A,2,                              
20130613A040-2013-00332A,1,39:4-50                       
20130613A040-2013-00605A,1,39:4-49.1                     
20130613A040-2013-00605A,2,                              
20130613A040-2013-00900A,1,39:4-50                       
20130613A040-2013-00900A,2,                              
201306142013000195,1,39:4-82.1                     
201306142013000195,2,                              
201306142013003972,1,39:4-97                       
201306142013010179,1,                              
201306142013010179,2,                              
201306142013012323,1,39:4-50                       
201306142013015137,1,39:4-144                      
201306142013015137,2,                              
201306142013020340,1,                              
201306142013024766,1,                              
201306142013028282,1,                              
201306142013030704,1,                              
201306142013047198,1,                              
201306142013047198,2,                              
201306142013047198,3,                              
201306142013047198,4,                              
201306142013049553,1,                              
201307012013-10412,1,                              
201307012013-15652,1,                              
201307012013-15652,2,                              
201307012013-1771,1,                              
201307012013-1771,2,39:4-9? RECKLESS DRIVING  39:?
201307012013-1771,3,                              
201307012013-1979,1,                              
2013070213-8177,1,39:?? / 39:4-97               
2013070213-8177,2,                              
2013070213-8177,3,                              
20130709I-2013-023014,1,39:4-36 FAILURE TO YIELD TO P?
20130709I-2013-046626,1,                              
20130709I-2013-046626,2,                              
20130709I-2013-046626,3,                              
20130709I-2013-087804,1,                              
20130709I-2013-095500,2,                              
20130710I2013-017022,1,                              
20130710I2013-017022,2,                              
20130710I2013-017022,3,                              
20130710I2013-017022,4,                              
20130710I2013-021095,1,39:8-4 FAILURE TO MAKE REPAIRS
20130710I2013-021095,2,                              
20130710I2013-021095,3,                              
2013071113-38176,1,                              
20130712I-2013-013044,1,                              
20130712I-2013-013044,2,                              
20130712I-2013-013680,1,39:4-97 CARELESS DRIVING      
20130712I-2013-013680,2,                              
20130712I-2013-014877,1,                              
20130712I-2013-015751,1,39:4-36 FAILURE TO YIELD TO P?
2013071313-RED-166,1,39:3-97                       
2013071313-RED-166,2,39:3-97                       
2013071313RED185,1,SEE NARRATIVE                 
2013071313RED185,2,                              
2013071313RED185,3,                              
2013071313RED185,4,                              
2013071313RED693,1,                              
2013071313RED704,1,39:4-97                       
2013071313RED704,2,                              
2013071413-002440,1,                              
2013071413-11996,1,39:4-127.1                    
2013071413-15142,1,                              
2013071413-15142,2,                              
2013071413-1526,2,                              
2013071413-26400,1,39:4-97 CARELESS              
2013071413-26400,2,39:4-512 DWI                  
2013071413-27542,1,39:3-10                       
2013071413-27542,2,                              
2013071413-37034,1,                              
2013071413-37034,2,                              
2013071413-43390,1,                              
2013071413-43390,2,                              
2013071413-43390,3,                              
2013071413-43611,1,                              
2013071413-44395,1,                              
2013071413-49608,1,                              
2013071413-59024,1,                              
2013071413-59024,2,                              
2013071413-59024,3,                              
2013071413-59363,1,39:3-10                       
2013071413-63886,1,                              
2013071413-63886,2,                              
2013071413-63893,1,                              
2013071413-67741,1,                              
2013071413-75530,1,                              
2013071413-75530,2,                              
2013071413-7582,1,                              
2013071413-76803,1,                              
2013071413-8629,1,39:4-34                       
201307142013-10772,1,                              
201307142013-2510,1,                              
201307142013-2510,2,39:4-85.1                     
201307142013-36436,1,                              
2013071426169,1,39:3-4                        
2013071426169,2,39:4-50                       
2013071428872-13,1,                              
2013071464397-13,1,                              
2013071468022-13,1,                              
2013071468022-13,2,                              
2013071469063,1,                              
20130714C-2013-000095,1,39:4-81 FAILURE TO OBSERVE SI?
20130714C-2013-000095,2,39:4-96 RECKLESS DRIVING      
20130714C13-63951,1,                              
20130714C13-63951,2,                              
20130714C13-63951,3,                              
201307152013-008582,1,CARELESS DRIVING              
2013071613-23791,2,                              
20130717B060-2013-02121A,1,39:4-50                       
2013071913-11507,1,CARELESS DRIVING 39:4-97      
2013071913-17510,1,39:3-44 UNSAFE VEHICLE        
2013071913-19387,1,                              
2013071913-19387,2,                              
2013071913-19863,1,39:4-36                       
2013071913-2550,1,                              
2013071913-2550,2,                              
2013071913-9612,1,FAILURE TO EXHIBIT INS RECKLE?
20130722B060-2013-03362A,1,                              
20130722B060-2013-03362A,2,                              
20130722B060-2013-03362A,3,                              
201308012013011621,1,39:4-96- RECKLESS DRIVING     
20130804A310-2013-01578A,1,                              
20130804A310-2013-01578A,2,                              
20130804A310-2013-01799A,1,                              
20130804A310-2013-01799A,2,                              
201308052013-10451,1,                              
201308052013-10451,2,                              
201308052013-11101,1,39:4-50 4-51B 4-51A 4-96 3-29?
201308052013-11101,2,                              
201308052013-16645,1,                              
201308052013-16645,2,                              
201308052013-1716,1,39-3-10                       
201308052013-285,1,                              
201308052013-4061,1,                              
201308052013-5855,1,                              
201308052013-6498,1,                              
201308052013-7398,1,39:4-144  39:4-97             
201308052013-7398,2,                              
201308052013-9624,1,                              
201308052103-12014,1,FAILURE TO STOP               
201308052103-12014,2,                              
2013080613-34538,1,39: 4-97                      
2013080613-34538,2,                              
2013080613-34538,3,                              
2013080613-34538,4,                              
201308062013-00015744,1,39:4-90                       
201308062013-00015744,2,                              
201308062013-00021083,1,39:4-50                       
201308062013-00021083,2,                              
201308062013004084,1,                              
201308062013010645,1,39:4-97                       
201308062013010645,2,                              
201308092013002273,1,39:4-50                       
201308092013003332,1,39:4-82                       
201308092013003332,2,                              
20130809A140-2013-00678A,1,                              
20130809A140-2013-00678A,2,                              
20130809A140-2013-00678A,3,                              
20130809A140-2013-00678A,4,                              
201308102013-001,1,                              
201308102013-119,1,39:4-90                       
201308102013-119,2,                              
201308102013-121,1,39:4-97                       
201308102013-121,2,39:3-40                       
201308102013-121,3,                              
201308102013-419,1,39:450                        
201308102013-424,1,39:4-97                       
201308102013-424,2,                              
20130810A310-2013-02104A,1,39:4-97                       
201308112013002139,1,39:4-81                       
201308112013002139,2,                              
201308112013002788,1,                              
201308112013003818,1,                              
201308112013003818,2,                              
201308112013004402,1,39:3C-19E                     
201308112013004402,2,39:3C-19E                     
201308112013007823,1,39:4-97                       
201308112013007823,2,39:4-97                       
201308112013008212,1,39:4-97                       
201308112013008987,1,                              
201308112013009064,1,39:4-97                       
201308112013009064,2,                              
201308112013009323,1,                              
201308112013009323,2,                              
201308112013010608,1,                              
201308112013010780,1,39:4-81                       
201308112013010780,2,                              
201308112013010780,3,                              
201308112013013051,1,39:4-97                       
201308112013013051,2,39:3-40                       
201308112013014138,1,39:4-97                       
201308112013014138,2,                              
201308112013015546,1,                              
201308112013015546,2,                              
201308112013016831,1,39:4-97                       
201308112013022081,1,39:4-97                       
201308112013022081,2,                              
201308142013004858,1,39:4-50                       
20130814A310-2013-01622A,1,39:3-4                        
2013081813-13516,1,                              
2013081813-14063,1,39:4-56                       
2013081813-14063,2,                              
2013081813-14063,3,                              
2013081813-14847,1,                              
2013081813-14847,2,                              
201308182013-27858,1,39:4-97                       
201308182013-27858,2,                              
201308182013-27858,3,                              
201308182013-33993,1,39:4-97                       
201308182013-40385,1,                              
201308182013-40385,2,                              
201308182013-44250,1,39:4-97                       
2013081913-036,1,39:4-97                       
2013082013-015196,1,39:4-50                       
2013082013-015196,2,                              
20130820201300013831,1,39:4-50                       
20130820201300013831,2,                              
201308202013009213,1,                              
20130820A310-2013-00586A,1,                              
20130820A310-2013-00586A,2,                              
20130820A310-2013-00586A,3,                              
20130820A310-2013-00586A,4,                              
20130820A310-2013-00586A,5,                              
20130820A310-2013-00690A,1,39:4-97                       
20130821A310-2013-00704A,1,                              
20130821A310-2013-00704A,2,                              
2013090113-51784,1,                              
2013090113-51784,2,                              
2013090113-55915,1,                              
2013090113-55915,2,                              
201309012013-20248,1,DWI                           
201309012013-48847,1,39:4-97                       
201309012013-48847,2,39:3-10 ????                  
201309012013-66571,1,                              
201309012013-68340,1,                              
201309012013-77022,1,                              
20130903I-2013-013666,1,                              
20130903I-2013-013666,2,                              
20130903SO-13-015033,1,                              
2013090413-003225,1,                              
2013090513-55933,1,                              
2013090513-55933,2,                              
2013090564643-13,1,                              
2013090564643-13,2,                              
2013090613-1649,1,D.W.I.                        
2013090613-1649,2,                              
2013090613-1649,3,                              
2013090613-1649,4,                              
2013090613-3808,1,                              
2013090613038-13,1,                              
2013090613678-13,1,                              
2013090613678-13,2,                              
2013090615463-13,1,                              
2013090617513-13,1,                              
2013090618602-13,1,                              
2013090618602-13,2,                              
2013090619353-13,1,                              
2013090620676-13,1,                              
2013090623795-13,1,                              
2013090624164-13,1,                              
2013090628115-13,1,39:3-10 / 39:3-37.1B          
2013090628115-13,2,39:4-123                      
2013090628139-13,1,                              
2013090628139-13,2,                              
2013090629463-13,1,                              
2013090630765-13,1,                              
201309065152-13,1,39:4-50  39:4-50.2  39:4-97  ?
201309066760-13,1,                              
201309067736-13,1,                              
201309069740-13,1,                              
201309069740-13,3,                              
20130906SO-13-018617,1,                              
2013090713019019,1,                              
2013090813002149,1,                              
201309081306273384,1,                              
201309081306273384,2,                              
2013090913-001765,1,                              
2013090913-001765,2,39:4-97                       
2013090913-019110,1,                              
2013090913-019110,2,39:4-97                       
2013090913-021896,1,39:4-97.3                     
2013090913-021896,2,39:3-76.2F                    
2013090913-021896,3,                              
2013091013-004317,1,                              
2013091013-004317,2,                              
2013091013-004317,3,                              
2013091013-004317,4,                              
2013091013-004317,5,                              
2013091013-004317,6,                              
2013091013-57571,1,SUSPENDED                     
2013091013-57571,2,                              
2013091013025675,1,                              
2013091013025675,2,                              
2013091013026825,1,UNLICENSED                    
20131002B110-2013-00565A,1,39:4-97A                      
20131002B110-2013-00565A,2,39:4-138G                     
20131006B110-2013-00346A,1,                              
20131006B110-2013-00798A,1,                              
20131008C040-2013-00410A,1,                              
20131008C040-2013-00410A,2,                              
20131008C040-2013-00410A,3,                              
20131009061213,1,39:4-97 CARELESS DRIVING      
20131009080813,1,                              
20131009112513,1,                              
2013101013057734,1,                              
2013101013057734,2,                              
