id,vehicle_number,position,occupant_number,age,sex,condition
201002231006746,1,01,1,54,F,02
201002231006746,1,03,2,50,M,02
201002231009688,1,01,1,, ,  
201002231009688,1,03,2,21,M,02
20100223P,1,01,1,67,M,  
2010022424-10-00570,1,01,1,73,M,  
2010022424-10-00570,1,03,2,75,M,  
2010022424-10-00570,1,06,3,72,M,  
2010022424-10-00570,2,01,4,40,F,02
20100225I-2010-08941,1,01,1,49,M,  
201002271001619,1,01,1,57,M,  
201002271003768,1,01,1,18,M,02
201002271003768,1,03,2,15,M,02
201002271003768,1,04,3,14,M,02
2010022810-000059,1,01,1,48,M,02
2010022910-11994-259,1,01,1,57,M,  
201002302010-02354,1,01,1,26,M,02
201002302010-02354,2,01,2,30,M,03
201002302010-02354,2,03,3,28,M,03
201002302010-16544,1,01,1,28,M,02
201002312010-010199,1,01,1,35,M,02
201002312010-016725,1,01,1,18,M,02
201002312010-018940,1,01,1,54,M,  
20100231B060201001370A,1,01,1,41,M,02
20100231BC-10-033898,1,01,1,38,M,  
20100231BC-10-033898,2,01,2,21,M,02
20100231BC-10-033898,2,03,3,19,F,03
20100231BC-10-033898,2,06,4,17,F,03
20100231BC-10-033898,3,01,5,42,F,  
2010023310-23640,1,01,1,39,M,  
2010023310-23640,1,03,2,31,M,  
2010023310-23640,2,01,3,51,F,02
2010023310-26480,1,01,1,83,M,  
201002342010-006562,1,01,1,46,M,02
20100235MP001763-10,1,01,1,51,M,02
2010023610-230,1,  ,1,46,F,02
2010023610-230,1,01,2,49,M,03
2010023610-230,2,01,3,50,M,  
20100237M-10-81,1,01,1,52,F,02
20100237M-10-81,2,01,2,63,M,02
201002382010-006662,1,01,1,66,M,02
201002382010-006839,1,01,1,46,F,  
201002382010-006839,1,03,2,46,F,  
201002382010-006839,2,01,3,46,M,02
2010023910-2460,1,01,1,86,F,02
2010023910-2460,2,01,2,35,M,  
2010023910-2460,2,03,3,28,F,  
2010023910-4890,1,01,1,30,F,02
20100241113-10,1,01,1,109,M,  
20100241124-10,1,01,1,47,M,  
20100241124-10,2,01,2,20,M,02
2010024190-10,1,01,1,52,F,02
2010024310-MV-37,1,01,1,89,M,03
2010024310-MV-37,1,03,2,87,F,03
2010024310-MV-37,2,01,3,57,M,02
2010024410-3276,1,01,1,18,M,02
2010024410-3276,1,03,2,18,M,  
2010024410-3276,2,01,3,41,M,  
20100245I-2010-004924,1,01,1,46,F,  
20100245I-2010-004924,2,01,2,60,M,02
20100245I-2010-004924,3,01,3,51,M,02
20100245I-2010-004924,4,01,4,44,M,  
20100245I-2010-004924,5,01,5,60,M,  
20100245I-2010-006706,1,01,1,63,M,  
20100245I-2010-006706,2,01,2,21,M,02
2010024610-35391,1,01,1,26,M,03
2010024610-35391,1,11,2,23,F,02
2010024610-42135,1,01,1,17,M,02
2010024610-42135,2,01,2,22,M,  
2010024610-51908,1,01,1,56,M,02
2010024610-51908,2,01,2,41,F,  
2010024610-51908,2,03,3,13,M,  
201002492010-002686,1,01,1,50,M,02
201002492010-015615,1,01,1,25,M,04
201002492010-015615,1,03,2,22,F,02
201002492010-015615,2,01,3,45,M,  
201002492010-015615,3,01,4,61,M,04
201002492010-015615,4,01,5,58,M,04
201002492010-015615,4,06,6,83,F,  
2010025010-12951,1,01,1,21,F,  
2010025010-12951,1,04,2,17,F,  
2010025010-12951,1,05,3,18,F,04
2010025010-12951,1,06,4,18,F,04
2010025010-12951,1,07,5,18,F,  
2010025010-12951,1,08,6,18,F,  
2010025010-12951,1,09,7,19,F,02
2010025010-12951,2,01,8,59,M,04
2010025010-12951,3,01,9,19,M,  
2010025010-17523,1,01,1,42,M,  
20100251I-2010-011717,1,01,1,50,M,  
20100251I-2010-011717,1,03,2,33,M,  
2010025210-100,1,01,1,57,M,  
2010025210-1256,1,01,1,58,M,02
201002542010-004073,1,  ,1,39,M,02
201002542010-004073,2,01,2,19,M,  
201002542010-004073,3,01,3,46,M,  
201002542010-010295,1,01,1,82,F,02
201002542010-011957,1,01,1,32,F,02
201002542010-011957,1,03,2,35,M,04
201002542010-011957,1,05,3,3,M,04
201002562010-004100,1,01,1,20,M,02
201002562010-008913,1,01,1,22,F,02
201002562010-008913,1,03,2,27,M,04
201002562010-008913,1,06,3,23,M,03
201002562010-009599,1,01,1,39,M,04
201002562010-009599,2,01,2,53,M,02
201002562010-013726,1,01,1,40,M,  
201002562010-013726,2,01,2,47,M,02
2010025710-00107,1,01,1,26,M,  
20100257B060-2010-00860A,1,01,1,54,M,02
20100257B060-2010-03014A,1,01,1,43,F,  
20100257B060-2010-03014A,2,01,2,23,M,02
2010026010-009334,1,01,1,52,M,  
2010026010-011692,1,01,1,42,M,02
2010026010-062501,1,01,1,25,M,02
2010026010-062501,2,01,2,42,M,  
2010026010-070398,1,01,1,21,F,02
2010026010-070398,2,01,2,45,F,04
2010026010081114,1,01,1,23,M,02
2010026010081114,2,01,2,54,F,  
2010026010081114,2,04,3,12,F,  
2010026010081114,3,01,4,55,F,  
20100260PD-10-008744,1,01,1,26,M,  
20100260PD-10-008744,1,03,2,30,F,  
20100260PD-10-008744,1,04,3,7,M,  
20100260PD-10-008744,1,06,4,8,M,  
20100260PD-10-022366,1,01,1,55,M,  
20100260PD-10-029014,1,01,1,79,M,04
20100260PD-10-094233,1,01,1,32,M,02
20100261TY-10-04463,1,01,1,47,M,04
20100261TY-10-04463,2,01,2,48,F,02
20100261TY-10-04463,2,03,3,21,F,03
20100261TY-10-04463,2,06,4,16,F,02
20100261TY-10-09701,1,01,1,31,M,  
20100261TY-10-09701,2,01,2,67,M,02
20100261TY-10-12160,1,01,1,36,F,02
20100262T-10-35,1,01,1,50,F,  
20100262T-10-35,2,01,2,28,M,02
2010026310-082,1,01,1,46,F,02
2010026310-141,1,01,1,48,M,  
2010026310-141,2,01,2,40,M,02
2010026510-8767,1,01,1,62,M,02
2010026510-8767,1,03,2,62,M,03
201002662010-002097/79-10,1,01,1,44,M,  
201002672010-005779,1,01,1,39,F,  
201002672010-005779,1,04,2,9,M,  
201002672010-005779,2,01,3,48,M,02
201002672010-015214,1,01,1,49,F,03
201002672010-015214,2,01,2,75,M,02
201002672010-015214,2,03,3,40,M,04
201002672010-015214,2,06,4,71,F,04
20100269I-2010-09357,1,01,1,45,M,  
20100269I-2010-09357,2,01,2,56,M,02
20100269I-2010-14888,1,01,1,24,M,04
20100301C120-2010-00132A,1,01,1,62,F,03
20100301C120-2010-00132A,2,01,2,26,F,03
20100301C120-2010-00132A,2,03,3,42,M,02
20100301C120-2010-00132A,2,07,4,15,M,02
20100301C120-2010-00132A,2,09,5,5,F,03
20100301C120201000052A,1,01,1,67,F,  
20100301C120201000220A,1,01,1,54,F,  
20100304201031665,1,01,1,60,M,02
2010030510-7874,1,01,1,40,F,  
2010030510-7874,2,01,2,44,M,02
201003052010-01926,1,01,1,48,F,02
201003052010-01926,2,01,2,33,F,04
201003052010-01926,2,05,3,1,M,  
201003052010-01926,2,06,4,2,M,  
201003052010-01926,3,01,5,43,M,  
201003052010-4229,1,01,1,86,M,  
201003052010-5218,1,01,1,76,M,04
201003052010-5218,1,03,2,67,F,04
201003052010-5218,2,01,3,42,M,02
201003052010-5218,3,01,4,42,M,  
201003052010-5218,3,03,5,15,M,  
20100305201019613,1,01,1,22,M,02
20100305201019613,1,03,2,19,F,  
20100305201019613,2,01,3,76,M,  
20100305201019613,2,03,4,28,M,  
201003062010-015036,1,01,1,24,M,02
201003062010-11044,1,01,1,18,M,02
20100306C020-2010-00363A,1,01,1,25,M,02
2010030710-004,1,01,1,56,F,02
2010030710-043,1,01,1,52,M,  
2010030710-043,2,01,2,10,M,02
20100307D020-2010-00456A,1,01,1,32,M,02
2010030841971-10,1,01,1,75,F,02
201003102010-4021,1,01,1,41,F,03
201003102010-4021,1,06,2,5,M,02
201003102010-873,1,01,1,37,M,02
201003102010-873,1,03,2,39,M,03
20100310201005158,1,01,1,31,F,02
20100310201005783,1,01,1,63,M,02
20100310201005783,1,03,2,26,M,03
20100310201005783,1,04,3,1,M,03
20100310201005783,2,01,4,56,M,03
20100310MVA2010-04719,1,01,1,58,F,  
20100311201002613,1,01,1,44,M,  
20100311201002613,2,01,2,28,M,02
20100311201005836,1,01,1,28,M,02
20100311201005836,2,01,2,63,M,02
20100312201000058,1,01,1,86,F,02
20100312201000058,2,01,2,43,M,  
20100312201000173,1,01,1,27,M,  
20100312201000173,2,01,2,45,F,03
20100312201000173,2,03,3,12,F,02
20100312201000173,2,04,4,10,F,03
201003132010-11915,1,01,1,18,M,  
201003132010-11915,1,03,2,17,M,  
201003132010-11915,1,05,3,25,M,  
201003132010-11915,2,01,4,64,F,02
201003132010-15690,1,01,1,23,M,04
201003132010-15690,2,01,2,34,M,02
201003132010-17544,1,01,1,41,M,  
201003132010-17544,1,03,2,24,M,  
201003132010-17544,2,01,3,48,F,02
201003132010-17544,3,01,4,51,F,04
201003132010-17544,4,01,5,48,F,  
201003132010-20762,1,01,1,32,F,02
201003132010-20762,1,03,2,39,M,02
201003132010-5928,1,01,1,19,F,  
201003132010-8443,1,01,1,18,M,  
201003132010-8443,1,03,2,18,F,03
201003132010-8443,2,01,3,18,M,02
201003132010-8443,3,01,4,55,M,  
201003132010-8443,4,01,5,47,F,  
201003132010-8443,4,03,6,16,F,04
201003132010-8443,5,01,7,18,F,  
20100316C020-2010-000332A,1,01,1,27,M,02
20100316C020-2010-000332A,2,01,2,40,F,  
20100316C020-2010-000332A,2,03,3,44,M,  
20100316C020-2010-000332A,2,07,4,13,F,  
20100316C020-2010-000332A,2,09,5,10,M,  
20100316C020-2010-000332A,2,09,6,12,F,  
20100316C020-2010-00052A,1,01,1,17,M,02
20100316C020-2010-00052A,1,03,2,18,M,02
20100316C020-2010-00130A,1,01,1,57,M,02
20100316C020-2010-00130A,2,  ,2,, ,  
20100316C020-2010-00130A,3,  ,3,, ,  
20100316C020201000435A,1,01,1,29,M,02
2010031703-1078-10,1,01,1,44,M,  
2010031703-1078-10,2,01,2,82,F,02
2010031703-1088-10,1,01,1,55,M,04
2010031703-1088-10,2,01,2,52,F,02
2010031704-1099-10,1,01,1,30,F,  
2010031704-1099-10,1,04,2,8,F,  
2010031704-1099-10,1,06,3,2,F,  
2010031704-1099-10,2,01,4,29,M,02
2010031704-1117-10,1,01,1,58,M,  
2010031704-1117-10,2,01,2,35,M,02
2010031706-1175-10,1,01,1,29,F,  
2010031706-1175-10,1,06,2,7,M,04
2010031708-1236-10,1,01,1,62,F,  
2010031708-1236-10,2,01,2,55,M,02
2010031709-1257-10,1,01,1,36,M,02
2010031709-1257-10,2,01,2,70,F,  
2010031711-1333-10,1,01,1,22,F,  
20100317201002361,1,01,1,17,M,  
20100317201002361,2,01,2,39,M,02
20100318D020-2010-00254A,1,01,1,22,M,03
20100318D020-2010-00254A,1,03,2,42,M,02
20100318D020-2010-00254A,1,04,3,12,F,04
20100318D020-2010-00254A,1,05,4,30,F,04
20100318D020-2010-00254A,1,06,5,6,F,04
20100318D020-2010-00254A,1,07,6,21,F,04
20100318D020-2010-00254A,1,08,7,14,F,04
20100318D020-2010-00254A,1,09,8,8,F,04
20100318D020-2010-00254A,2,01,9,41,M,  
2010031910-2055,1,01,1,31,M,02
2010031910-2055,2,  ,2,, ,  
201003192010-11442,1,01,1,58,F,02
201003192010-11442,2,01,2,35,M,02
201003192010-5887,1,01,1,21,M,  
201003202010-11484,1,01,1,31,M,02
201003202010-12020,1,01,1,57,F,  
201003202010-550,1,01,1,23,F,02
201003202010-6392,1,01,1,14,M,02
201003202010-6392,2,01,2,15,M,  
201003202010-7729,1,01,1,35,M,02
201003222010-11462,1,01,1,78,M,02
201003222010-11555,2,01,1,78,F,  
201003222010-13273,1,01,1,76,M,  
201003222010-13273,2,01,2,42,F,02
201003222010-13273,2,06,3,6,M,04
201003222010-4300,1,01,1,76,F,02
201003222010-4300,1,03,2,83,F,  
201003242010-10285,1,01,1,44,F,  
201003242010-10285,2,01,2,19,M,02
201003242010-15958,1,01,1,58,M,  
201003242010-15958,2,01,2,19,F,02
201003242010-15958,2,03,3,23,M,02
201003242010-18059,1,01,1,31,M,03
201003242010-18059,2,01,2,47,F,02
201003242010-21779,1,01,1,, ,  
201003242010-2575,1,01,1,, ,  
201003242010-9898,1,01,1,56,M,02
20100324C020-2010-00391A,1,01,1,53,M,02
20100324C020-2010-00391A,2,01,2,44,F,  
20100324C020-2010-00391A,3,01,3,38,M,  
20100324C020-2010-00630A,1,01,1,25,M,02
20100324C020-2010-00630A,2,01,2,41,M,  
20100324D020-2010-00877A,1,01,1,53,M,  
2010032616-10,1,01,1,37,F,  
2010032616-10,1,03,2,50,M,  
2010032910-XAB-20,1,01,1,46,F,02
201003292010-0214,1,01,1,33,F,02
201003292010-10015,1,01,1,24,M,  
201003292010-16418,1,01,1,37,M,  
201003292010-16418,1,03,2,8,M,  
201003292010-19930,1,01,1,60,M,02
201003292010-4243,1,01,1,29,M,02
2010033010-213,1,01,1,24,M,02
20100332C080201000591A,1,01,1,80,F,02
20100332C080201000591A,2,01,2,43,F,04
20100333C060-2010-00230A,1,01,1,25,F,04
20100333C060-2010-00230A,1,03,2,29,F,02
20100333C060-2010-00230A,1,04,3,20,M,04
20100333C060-2010-00230A,1,04,4,5,M,04
20100333C060-2010-00230A,1,05,5,13,M,  
20100333C060-2010-00230A,1,05,6,13,F,  
20100333C060-2010-00230A,1,05,7,11,F,03
20100333C060-2010-00230A,1,06,8,11,M,04
20100333C060-2010-00230A,1,06,9,8,M,04
20100333C060-2010-00230A,2,01,10,31,M,  
20100333C080-2010-00138A,1,01,1,74,M,02
20100333C080-2010-00138A,1,03,2,74,F,03
20100333C080-2010-00138A,2,01,3,29,M,04
20100333C080-2010-00138A,2,03,4,39,M,04
20100333C080-2010-00166A,1,01,1,41,M,02
20100333C080-2010-00231A,1,01,1,72,M,02
20100333C080-2010-00406A,1,01,1,62,F,  
20100333C080201000399A,1,01,1,71,M,  
20100333C080201000399A,2,01,2,70,M,02
20100334C020-2010-00024A,1,01,1,17,F,03
20100334C020-2010-00024A,2,01,2,17,F,02
20100334C020-2010-00024A,2,03,3,16,M,03
20100334C020-2010-00524A,1,01,1,36,M,02
20100334C020201000748A,1,01,1,55,M,  
20100334C020201000748A,1,03,2,46,F,  
20100334C020201000748A,2,01,3,57,M,02
20100334M10-009,1,01,1,74,M,03
20100334M10-009,1,03,2,73,F,  
20100334M10-009,2,01,3,43,M,02
20100334M10-166,1,01,1,77,M,02
20100334M10-166,2,01,2,54,M,  
20100334M10-178,1,01,1,18,M,02
20100334M10-185,1,01,1,24,F,02
