crash_id,veh_num,make,model,body_type
202401238151,1,(UNK) CHEVROLET,TRX,SUV
202401214894,1,2011 CHEVROLET,MAL,Passenger
202401311157,1,2018 FORD,UNK,Passenger
202401331472,1,2006 HONDA,CIV,Passenger
202401229585,1,2016 HYUNDAI,SFE,SUV
202401098823,1,(UNK) UNKNOWN,UNK,Unknown
202401364382,1,2019 SUBARU,FOR,SUV
202401242165,2,2017 CHEVROLET,MAL,Passenger
202401419179,2,2008 HONDA,ACC,Passenger
202401029029,1,2019 FREIGHTLINER,(UNK),Tractor With Semi-Trailer
202401154370,2,2014 HONDA,ACC,Passenger
202401184234,1,1999 TOYOTA,CAM,Passenger
202401288440,1,2009 HONDA,CIV,Passenger
202401418925,3,2015 JEEP,PAT,SUV
202401171075,2,2005 FORD,500,Passenger
202401426242,1,(UNK) NISSAN,ALT,Passenger
202401336185,1,2016 NISSAN,VRS,Passenger
202401256522,6,2019 FORD,ECL,Van/Mini-Van
202401290413,2,2019 HONDA,HRV,SUV
202401358223,1,2007 HONDA,PLT,Passenger
202401032514,2,2013 (UNK),(UNK),Bus over 15 seats
202401098424,2,2016 LIEBHERR,(UNK),Single Unit Truck with Trailer
202401303741,1,2016 KIA MOTORS CORPORATION,SOL,Passenger
202401112808,3,(UNK) FORD,F15,Pickup
202401087984,2,2020 TOYOTA,COA,Passenger
202401182223,2,(UNK) UNKNOWN,(UNK),Other
202401290811,1,2019 CHEVROLET,SLV,Pickup
202401338975,2,2013 CHRYSLER,TNC,Van/Mini-Van
202401054192,1,2017 KIA MOTORS CORPORATION,FRT,Passenger
202401189265,2,2017 HONDA,PLT,Van/Mini-Van
202401037004,2,(UNK) PONTIAC,GRM,Passenger
202401363673,2,2005 HONDA,CB1,Motorcycle
202401147586,1,1999 CHEVROLET,LUM,Passenger
202401384130,2,2004 HONDA,PXL,SUV
202401077401,2,(UNK) KIA MOTORS CORPORATION,(UNK),Van/Mini-Van
202401273758,2,2001 BUICK,LEL,Passenger
202401383574,3,2011 FORD,FUS,Passenger
202401219831,1,(UNK) CANAM MOTORCYCLE,UNK,Recreational off-highway vehicle (ROV)
202401299187,1,2006 INFINITI,G35,Passenger
202401291926,1,(UNK) TOYOTA,RAV,Passenger
202401155503,1,2005 FORD,MUS,Passenger
202401323213,2,2020 KTM,(UNK),Motorcycle
202401323213,1,2016 BUICK,ENR,SUV
202401116847,2,2015 CHEVROLET,MAL,Passenger
202401065253,2,2013 CHEVROLET,SPK,Passenger
202401151510,2,2017 CHEVROLET,SLV,Pickup
202401037086,1,2010 CHEVROLET,HHR,Passenger
202401275232,1,2004 TOYOTA,CAM,Passenger
202401099063,1,2016 HARLEY-DAVIDSON,MC ,Motorcycle
202401282611,1,2016 KIA MOTORS CORPORATION,SOL,Passenger
202401026290,1,2005 FORD,EPD,SUV
202401106024,1,2020 TOYOTA,YAR,Passenger
202401088783,1,2017 KIA MOTORS CORPORATION,OPT,Passenger
202401348821,2,2016 DODGE,CHA,Passenger
202401265629,2,2019 GMC,TER,SUV
202401414827,1,(UNK) UNKNOWN,(UNK),Passenger
202401368567,1,2017 KIA MOTORS CORPORATION,SOR,Passenger
202401012093,2,2003 HONDA,CIV,Passenger
202401217875,2,2013 CHEVROLET,MAL,Passenger
202401094288,2,2014 DODGE,RAM,Pickup
202401409240,1,2017 FREIGHTLINER,TK ,Other
202401371109,2,(UNK) GMC,SRA,Pickup
202401219667,1,(UNK) CHEVROLET,EQX,SUV
202401298263,2,1979 (UNK),(UNK),Tractor With Semi-Trailer
202401089894,1,2009 LINCOLN,MKS,Passenger
202401091081,5,1997 LEXUS,(UNK),Passenger
202401432598,3,2017 UNKNOWN,UNK,Bus over 15 seats
202401420678,2,(UNK) FORD,F35,Pickup
202401206254,1,2014 SUBARU,OUT,SUV
202401132740,1,2015 FORD,TRN,Van/Mini-Van
202401266958,2,2004 HONDA,ACC,Passenger
202401268799,2,2015 CHRYSLER,200,Passenger
202401234179,1,2013 TOYOTA,VNZ,Passenger
202401157392,1,2008 JEEP,(UNK),SUV
202401302131,1,2006 SATURN,ION,Passenger
202401038621,1,2017 JEEP,GCH,Passenger
202401075707,1,(UNK) HONDA,ACC,Passenger
202401046038,1,2008 VOLKSWAGEN,EOS,Passenger
202401438258,3,2020 CHRYSLER,PCF,Passenger
202401332226,2,2018 FORD,FOC,Passenger
202401199310,1,2013 HONDA,ODY,Van/Mini-Van
202401167588,1,(UNK) UNKNOWN,UNK,Recreational off-highway vehicle (ROV)
202401137374,3,2016 CHEVROLET,IMP,Passenger
202401080245,1,2007 JEEP,LBY,SUV
202401255861,2,2017 JEEP,RNG,SUV
202401067429,2,2019 SUZUKI,(UNK),Motorcycle
202401207692,1,2007 TOYOTA,SNA,Van/Mini-Van
202401085465,1,2006 FORD,VIC,Passenger
202401079229,2,(UNK) HONDA,CRV,Passenger
202401385401,1,2006 DODGE,SR8,Passenger
202401167299,1,2020 FORD,EDG,SUV
202401075739,1,1998 GMC,SRA,Pickup
202401108794,3,2012 CHRYSLER,30,Passenger
202401310949,1,(UNK) FORD,TIT,Passenger
202401207968,1,2006 HONDA,CRV,Passenger
202401263290,1,(UNK) KAWASAKI,ZX6,Motorcycle
202401309029,1,2008 BMW,UNK,Passenger
202401128770,1,2013 SUBARU,BRZ,Passenger
202401217027,1,2015 CHRYSLER,200,Passenger
202401338956,2,2011 FORD,FUS,Passenger
202401095949,1,(UNK) CHEVROLET,TRV,SUV
202401033502,1,(UNK) ACURA,RDX,SUV
202401252870,2,1989 HARLEY-DAVIDSON,FXS,Motorcycle
202401165149,1,(UNK) (UNK),(UNK),Passenger
202401271957,1,2008 TOYOTA,CAM,Passenger
202401371992,1,2015 AUDI,Q5 ,SUV
202401169442,2,2018 FERRARI,(UNK),Passenger
202401279358,3,2020 FORD,MUS,Passenger
202401029595,1,2003 CHEVROLET,SLV,Pickup
202401269863,2,(UNK) CHEVROLET,(UNK),Passenger
202401077383,2,(UNK) TOYOTA,CAM,Passenger
202401144710,2,2020 NISSAN,ALT,Passenger
202401112796,1,(UNK) CHEVROLET,BLZ,SUV
202401261572,1,2013 DODGE,CHL,Passenger
202401403951,1,2007 DODGE,UNK,Pickup
202401074768,1,(UNK) HONDA,UNK,Passenger
202401061649,1,2010 CADILLAC,SRX,Passenger
202401298639,1,(UNK) UNKNOWN,(UNK),Moped or Motorized Bicycle
202401242086,1,2016 NISSAN,ALT,Passenger
202401049303,1,2002 BUICK,LES,Passenger
202401123117,2,2015 CHEVROLET,EQX,SUV
202401247168,1,(UNK) (UNK),(UNK),Motorcycle
202401173520,1,2015 POLARIS IND.,UNK,Recreational off-highway vehicle (ROV)
202401045989,2,2009 ACURA,MDX,SUV
202401134121,1,1999 FORD,F55,Truck Single Unit
202401019862,2,2019 LINCOLN,MKC,Passenger
202401031792,1,2012 HYUNDAI,VEL,Passenger
202401375996,1,2012 TOYOTA,CAM,Passenger
202401192023,2,2017 CHEVROLET,MAL,Passenger
202401020946,1,2006 TOYOTA,SNA,Van/Mini-Van
202401324384,3,2017 HONDA,CIV,Passenger
202401363250,2,2018 FORD,F45,Pickup
202401162101,1,(UNK) KENWORTH MOTOR TRUCK CO.,TK ,Tractor With Semi-Trailer
202401237887,1,2016 JEEP,PAT,Passenger
202401148950,1,2009 BUICK,LUC,Passenger
202401216509,3,2007 CHEVROLET,AVA,Pickup
202401254599,1,2014 VOLKSWAGEN,JET,Passenger
202401276280,1,2015 NISSAN,SEN,Passenger
202401170852,1,2014 JEEP,PAT,SUV
202401237306,1,2000 CHEVROLET,SLV,Pickup
202401166399,2,(UNK) DODGE,CHA,Passenger
202401417591,2,2013 CHEVROLET,TRV,SUV
202401353525,2,2016 JEEP,PAT,Passenger
202401134304,1,2020 CHEVROLET,TRX,Passenger
202401072521,1,2019 NISSAN,RGE,SUV
202401095027,2,2013 CHEVROLET,SLV,Pickup
202401225729,1,2011 FORD,EDG,SUV
202401064064,2,2018 HONDA,VEX,Passenger
202401103874,3,2018 NISSAN,PTH,SUV
202401375575,4,2017 DODGE,JNY,Passenger
202401115401,3,2015 TOYOTA,CAM,Passenger
202401180864,2,(UNK) SUZUKI,GS1,Motorcycle
202401270645,1,(UNK) CHEVROLET,EQX,SUV
202401154841,2,2018 JEEP,RNG,Passenger
202401231987,3,2006 TOYOTA,HGH,SUV
202401371729,2,(UNK) AUDI,Q3,SUV
202401093369,1,(UNK) UNKNOWN,UNK,Unknown
202401250224,4,2016 HONDA,CRV,SUV
202401155119,1,(UNK) KIA MOTORS CORPORATION,FRT,Passenger
202401176312,2,2010 FORD,F15,Pickup
202401236529,1,2005 TOYOTA,CAM,Passenger
202401186692,2,(UNK) KAWASAKI,(UNK),Motorcycle
202401233376,1,2011 FORD,F15,Pickup
202401075707,3,2018 NISSAN,SEN,Passenger
202401030981,1,2014 CHEVROLET,IMP,Passenger
202401410615,2,2009 CADILLAC,CTS,Passenger
202401035971,1,2013 FORD,EDG,Passenger
202401351585,1,(UNK) UNKNOWN,UNK,Unknown
202401184057,1,(UNK) KIA MOTORS CORPORATION,OPT,Passenger
202401162263,1,2015 SUBARU,FOR,SUV
202401438795,2,2009 TOYOTA,CAM,Passenger
202401350174,1,1982 HONDA,CME,Motorcycle
202401305513,2,2004 CHEVROLET,TBZ,SUV
202401428913,2,(UNK) CHEVROLET,BLZ,SUV
202401204716,3,2019 GMC,TER,Passenger
202401228387,1,2017 FORD,XPL,SUV
202401302732,1,(UNK) TOYOTA,CAM,Passenger
202401344660,1,(UNK) UNKNOWN,UNK,Unknown
202401260178,1,2016 FORD,FUS,Passenger
202401173675,1,2016 CHEVROLET,IMP,Passenger
202401121137,1,2003 KAWASAKI,MC ,Motorcycle
202401228990,2,2014 FORD,ECP,SUV
202401056950,2,2015 NISSAN,PTH,Passenger
202401234579,1,2005 INFINITI,Q56,SUV
202401166216,1,(UNK) FORD,MAV,Pickup
202401113694,1,(UNK) JEEP,WRG,SUV
202401393897,2,2008 LEXUS,RX4,Passenger
202401412295,2,2020 JEEP,CHK,SUV
202401021396,2,2016 FORD,FIE,Passenger
202401208489,1,2018 DODGE,CHA,Passenger
202401056907,3,2016 HONDA,ODY,Van/Mini-Van
202401211642,1,2020 CHEVROLET,SLV,Pickup
202401342997,1,(UNK) INDIAN,(UNK),Motorcycle
202401271560,1,(UNK) MITSUBISHI,MIR,Passenger
202401267588,1,2004 CHEVROLET,SLV,Pickup
202401067242,1,2008 DODGE,CAL,Passenger
202401207533,1,2013 CHEVROLET,EQX,Passenger
202401058073,1,(UNK) FORD,ECP,Passenger
202401155503,2,(UNK) HYUNDAI,ELN,Passenger
202401118423,1,2006 MERCURY,MLN,Passenger
202401158526,1,2018 CHEVROLET,UNK,Passenger
202401021849,1,(UNK) KIA MOTORS CORPORATION,SOL,Passenger
202401342410,2,2015 HONDA,CRV,Passenger
202401173941,1,(UNK) YAMAHA,(UNK),Motorcycle
202401168909,1,2020 HYUNDAI,ELN,Passenger
202401291847,3,2017 CHEVROLET,VOL,Passenger
202401017961,1,2012 FORD,F15,Pickup
202401267418,1,2014 NISSAN,SEN,Passenger
202401191247,1,2015 YAMAHA,(UNK),Motorcycle
202401174216,2,2008 JEEP,CMD,Passenger
202401083675,1,2013 FORD,FUS,Passenger
202401084589,2,(UNK) HYUNDAI,PLS,Passenger
202401229544,2,2003 HONDA,MC ,Motorcycle
202401068831,2,2019 VOLVO,VNL,Tractor With Semi-Trailer
202401054285,1,2012 MERCEDES-BENZ,(UNK),SUV
202401224144,1,2017 KAWASAKI,(UNK),Motorcycle
202401288929,1,(UNK) KIA MOTORS CORPORATION,SOR,SUV
202401069036,4,(UNK) AUDI,AA3,Passenger
202401402808,1,2007 HYUNDAI,ELN,Passenger
202401326759,4,2018 KIA MOTORS CORPORATION,OPT,Passenger
202401238533,1,(UNK) NISSAN,RGE,SUV
202401298855,1,2018 CHEVROLET,TOE,SUV
202401065416,1,2007 CHEVROLET,AVA,Pickup
202401020254,4,(UNK) CHRYSLER,TNC,Van/Mini-Van
202401416350,2,2017 TOYOTA,PRI,Passenger
202401429172,2,(UNK) HONDA,UNK,Passenger
202401388593,1,2006 LEXUS,G47,Passenger
202401343575,1,(UNK) KAWASAKI,(UNK),Motorcycle
202401090292,2,2020 NISSAN,RGE,SUV
202401208921,1,2018 HYUNDAI,SON,Passenger
202401348290,2,2010 FORD,EDG,SUV
202401271973,2,(UNK) UNKNOWN,UNK,Unknown
202401049521,1,2015 HONDA,CIV,Passenger
202401106582,2,2008 PONTIAC,G6 ,Passenger
202401108263,2,(UNK) NISSAN,RGE,Passenger
202401076050,1,2001 CHEVROLET,BLZ,Passenger
202401055246,1,2013 LEXUS,R35,Passenger
202401221632,2,2000 CHEVROLET,B44,Passenger
202401282194,4,2009 SMART VEHICLES,FTW,Passenger
202401359289,2,2018 TOYOTA,AVA,Passenger
202401161871,1,2017 JEEP,WRG,Passenger
202401102079,2,2013 FORD,FUS,Passenger
202401404736,2,2012 FORD,F25,Pickup
202401426081,1,(UNK) DODGE,RVN,Van/Mini-Van
202401292428,1,2000 SUZUKI,(UNK),Moped or Motorized Bicycle
202401394108,1,(UNK) KIA MOTORS CORPORATION,SOR,SUV
202401364232,2,2017 JEEP,PAT,SUV
202401194769,2,2016 NISSAN,PTH,Passenger
202401233332,1,2008 DODGE,CVN,Van/Mini-Van
202401119902,1,1999 CHEVROLET,BLZ,SUV
202401258459,2,1960 HARLEY-DAVIDSON,(UNK),Motorcycle
202401222697,2,2005 HONDA,CBR,Motorcycle
202401298359,1,1998 SUZUKI,UNK,Motorcycle
202401090151,1,1995 HONDA,MC ,Motorcycle
202401132604,1,2013 JEEP,WRG,SUV
202401228881,1,2010 HONDA,ACC,Passenger
202401433318,1,2013 HARLEY-DAVIDSON,MC ,Motorcycle
202401405430,2,2013 NISSAN,JUK,Passenger
202401080250,1,2017 HYUNDAI,SFE,Passenger
202401387605,3,2007 CHEVROLET,HHR,Passenger
202401014031,2,2015 TOYOTA,TAC,Pickup
202401393427,2,(UNK) UNKNOWN,(UNK),Unknown
202401105864,2,2013 AUDI,UNK,Passenger
202401431642,1,2009 KIA MOTORS CORPORATION,RON,Passenger
202401140858,2,2014 FORD,ECP,Passenger
202401281246,2,2014 INFINITI,Q50,Passenger
202401371326,1,2018 JEEP,CMP,SUV
202401111806,2,2002 GMC,SRA,Pickup
202401425567,1,2013 CHEVROLET,EXP,Van/Mini-Van
202401375932,2,2003 FORD,XPL,SUV
202401258142,1,(UNK) SUBARU,FOR,SUV
202401437683,1,2007 TOYOTA,CAM,Passenger
202401417492,2,2013 FORD,F25,Passenger
202401067658,5,2014 CHEVROLET,MAL,Passenger
202401250755,1,1997 FORD,UNK,SUV
202401121489,1,2014 LEXUS,E3H,Passenger
202401385925,1,2016 CHEVROLET,EXP,Pickup
202401093746,1,2016 LEXUS,R35,SUV
202401060545,2,2019 JEEP,GCH,Passenger
202401414326,2,(UNK) FORD,MAV,Pickup
202401038607,3,2017 JEEP,RNG,Passenger
202401257786,3,(UNK) TOYOTA,CAM,Passenger
202401429294,1,2013 INFINITI,J35,SUV
202401073809,1,2019 (UNK),(UNK),Pickup
202401309990,1,2001 DODGE,RMW,Van/Mini-Van
202401364031,2,(UNK) INTERNATIONAL,TKT,Tractor With Semi-Trailer
202401202827,2,2019 FREIGHTLINER,TK ,Tractor With Semi-Trailer
