id,vehicle_number,charge
20090117I-2009-015534,1,                              
200901192009-2?013,1,                              
200901192009-2?013,2,39:4-97                       
200901192009-58578,1,PENDING                       
20090121E030-09-1402A,1,39:4-97                       
20090122I-2009-15897,1,39:4-14.1                     
20090123A090200900130A,1,DWI                           
20090123A090200900130A,2,                              
2009020209-48,1,                              
20090202PI-09-1825,1,                              
200902042009-10822,1,39:4-97 4-58 4-130 4-129      
200902042009-8958,1,                              
2009020509-000538,1,                              
2009020509-000538,2,                              
2009020509-002001,1,                              
2009020509-002001,2,39:4-144                      
2009020509-004935,1,                              
2009020509-004935,2,                              
2009020609-20151,2,                              
200902062009-249,1,                              
200902062009-324,1,39:4-97                       
200902062009-365,1,                              
200902072009-003923,1,                              
200902072009-003923,2,                              
200902112009-006559,1,                              
200902112009-011232,1,39:4-97 (CARELESS DRIVING)    
200902112009-028286,1,                              
200902112009-028286,2,                              
200902112009-033521,1,                              
200902112009-033521,2,                              
200902112009-038176,1,                              
200902112009-038176,2,                              
20090212BC-09-080974,1,                              
20090212ER-09-08121,1,39:4-36 FAILURE TO YIELD TO R 
20090212ER-09-10721,1,                              
200902142009-31222,1,                              
200902142009-31222,2,39:4-144                      
20090215BC-09-009655,1,39:4-97 39:3-76.2F            
20090215BC-09-027185,1,                              
20090215BC-09-027185,2,                              
20090215R211(A)09,1,                              
20090215R618-09,1,                              
20090215R618-09,2,                              
20090215R647(A)09,1,                              
20090215R647(A)09,2,                              
20090215R667-09,1,                              
20090216PI-09-3204,1,39:4-50                       
2009021709-09792,1,                              
2009021709-1079,1,                              
2009021709-1079,2,                              
2009021709-1079,3,                              
2009021709-19800,1,39:3-10                       
2009021809-11810-AC,1,                              
2009021809-11898-AC,1,                              
2009021809-11898-AC,2,39:3 4                        
2009021809-5657-AC,1,39:4 97                       
20090219I-2009-007355,1,                              
20090219I-2009-035278,1,                              
20090219I-2009-035278,2,                              
20090219I-2009-035278,3,                              
20090219I-2009-035278,4,                              
20090219I-2009-046898,1,39:4-105                      
20090219I-2009-046898,2,                              
20090219I-2009-057608,1,BACKING ON A ONE WAY STREET   
2009022009-10084,1,39:4-97                       
2009022009-10084,2,                              
2009022009-10084,3,                              
2009022009-1448,1,                              
2009022009-1448,2,                              
2009022009-4996,1,39:6B-2                       
2009022009-9770,1,39:4-97                       
2009022009-9770,2,                              
20090221I-2009-002662,1,39:4-50 OPERATE MOTOR VEHICLE?
20090221I-2009-002662,2,                              
20090221I-2009-002662,3,                              
20090221I-2009-002662,4,                              
20090221I-2009-002662,5,                              
20090221I-2009-003445,1,                              
20090221I-2009-030893,1,                              
2009022309-14332,1,                              
2009022309-16356,1,                              
200902230913530,1,                              
200902230913530,2,                              
200902230920021,1,                              
200902230920021,2,                              
200902230920021,3,                              
200902230924775,1,                              
200902230924775,2,                              
20090225BC-09-031129,1,                              
20090225BC-09-031129,2,                              
20090225BC09-026025,1,                              
20090225BC09-026025,2,39:4-97                       
20090225I-2009-01890,1,39:4-97                       
20090225I-2009-01890,2,                              
20090225I-2009-08125,1,                              
200902270910689,2,                              
200902270912971,1,39:4-144                      
200902270912971,2,39:3-74 3-72                  
2009022909-08529-144,1,39:4-36                       
2009022909-10069-175,1,                              
2009022909-10244-177,1,NO CHARGES                    
2009022909-10244-177,2,39:4-90/39:4-97               
2009022909-10244-177,3,                              
200902302009-30322,1,                              
200902312009-007172,1,DRIVING WHILE INTOXICATED     
200902312009-007172,2,                              
200902312009-007172,3,                              
200902312009-013873,1,39:3-40                       
200902312009-013873,2,39:6B-2                       
20090231B060-2009-01297A,1,                              
20090231B060-2009-01297A,2,                              
2009023309-07281,1,39:4-50 39:4-129              
2009023309-13800,1,39:4-50 39:4-96 39:3-40       
2009023309-13935,1,39:4-50                       
2009023309-14005,1,DWI                           
2009023309-17595,1,                              
2009023309-17595,2,39:4-97                       
2009023309-18261,1,39:4-96                       
2009023309-18261,2,39:4-86                       
2009023309-19034,1,                              
2009023309-8768,1,                              
2009023309-8768,2,                              
20090233BC-09-014048,1,                              
2009023609-241,1,                              
2009023609-241,2,                              
200902382009-000431,1,                              
2009023909-491,1,                              
20090241014-09,1,                              
2009024156-09,1,39:4-50                       
2009024209-05052,1,                              
2009024209-05052,2,39:4-90                       
2009024509-5485,1,                              
2009024509-5485,2,                              
2009024509-5485,3,                              
20090245I-2009-015781,1,39:4-50 DRIVING WHILE UNDER T?
2009024609-2603,1,                              
2009024609-29316,1,                              
2009024609-34186,1,39:4-50                       
2009024609-41188,1,                              
2009024609-50025,1,                              
2009024609-50025,2,                              
20090246I-2009-025576,1,                              
20090246I-2009-025576,3,                              
2009024709.082,1,                              
2009024709.082,2,                              
2009025009-13372,1,39:3-40 DRIVING WHILE SUSPEND?
2009025009-13372,2,39:8-1 FAILURE TO INSPECT     
20090250D030-2009-00498A,1,RECKLESS DRIVING (39:4-96)    
2009025109-6808,1,39:4-90                       
20090251I-2009-004905,1,                              
20090251I-2009-008238,1,39:4-36 FAILURE TO YIELD TO P?
20090251I-2009-014511,1,39:4-50 DRIVING WHILE UNDER T?
200902532009-009402,1,                              
200902532009-010270,1,39:3-76.2F                    
200902542009-000478,1,                              
200902542009-008406,1,39:4-96                       
200902542009-5245,1,39:4-81                       
200902542009-5245,2,                              
200902562009-004155,1,                              
200902562009-004155,2,                              
200902562009-004376,1,                              
200902562009-004840,1,                              
200902562009-004840,2,                              
200902562009-004840,3,39:4-97                       
200902562009-005037,1,                              
200902562009-005037,2,                              
200902562009-005037,3,                              
200902562009-005037,4,                              
200902562009-005729,1,                              
200902562009-005729,2,                              
200902562009-008318,1,39:4-144                      
200902562009-008318,2,                              
200902562009-008810,1,                              
200902562009-008810,2,                              
200902562009-010769,1,                              
2009025709-08582,1,39:4-97                       
2009025709-08582,2,                              
2009025709-08582,3,                              
2009025709-1759,1,39:4-50                       
2009025709-1759,2,                              
2009025709-1850,1,39:4?                         
2009025709-1850,2,                              
2009025709-1850,3,                              
2009026009-004548,1,                              
2009026009-004738,1,                              
2009026009-004738,2,39:4-50(6)(1) 39:4-97         
2009026009031737,1,                              
2009026009051218,1,                              
2009026009067044,1,39:4-50 (S)                   
20090260D030-2009-02466A,1,                              
20090260PD-09-021799,1,39:4-50 DWI                   
2009026309-079,1,39:4-50                       
2009026309-079,2,                              
2009026309-079,3,                              
2009026409-01800,1,                              
2009026409-02017,1,                              
2009026409-02017,2,39:3-40                       
2009026409-06243,1,                              
2009026409-6069,1,39:4-50 39:4-50.14 39:4-96    
2009026509-11749,1,                              
200902672009-010102,1,                              
200902672009-010102,2,                              
2009027009-12260,1,                              
2009027009-8511,1,39:4-50 39:4-96 39:4-189 39:3?
20090301C120-2009-00261A,1,                              
20090301C120200900251A,1,                              
20090301E030200900152A,1,19:91.17                      
20090301E030200900152A,2,                              
20090301E030200900152A,3,                              
20090301E030200900152A,4,                              
200903032009-2411,1,39:4-97                       
200903032009-4117,1,39:4:96                       
200903032009-4117,2,                              
200903032009-4117,3,                              
200903042009-37491,1,                              
20090304200910474,1,                              
20090304200922388,1,                              
20090304200922388,2,                              
20090304200922798,1,                              
20090304200922798,2,39:4-97                       
20090304200927533,1,39:4-97                       
2009030509-7610,1,39:4-97                       
2009030509-7610,2,                              
200903052009-00868,1,                              
200903062009-11456,1,39:4-97                       
200903062009-11456,2,                              
200903062009-11594,1,39:4-81                       
200903062009-11594,2,                              
200903062009-11653,1,39:4-88B                      
200903062009-11653,2,                              
200903062009-24341,1,                              
20090306C020-2009-00613A,1,39:4-56                       
20090306C020-2009-00613A,2,39:4-97.3                     
2009030709-056,1,                              
20090307D020-2009-01282A,1,39:4-97                       
2009030839641-09,1,                              
2009030839848-09,1,                              
200903102009-01699,1,39:4-97                       
200903102009-01699,2,                              
20090310200901376,1,                              
20090310200903235,1,                              
20090310200903235,2,39:4-97                       
20090310200903235,3,                              
20090310200907305,1,0000000000                    
20090310200909199,1,39:4-97                       
20090312200900105,1,                              
2009031309-12438,1,39:4-97                       
2009031309-12438,2,                              
2009031309-16125,1,01                            
2009031309-21445,1,39:4-97                       
2009031309-4494,1,39:4-123                      
2009031309-4494,2,                              
2009031309-6458,1,39:4-97                       
2009031309-647,1,                              
200903152009-0953,1,                              
20090315C020200900579A,1,                              
20090315C020200900579A,2,                              
2009031708-1292-09,1,                              
2009031708-1292-09,2,39:4-96                       
2009031708-1292-09,3,                              
2009031709-1300-09,1,                              
20090318MVA-09-4621,1,39:3-4                        
20090318MVA-09-4621,2,                              
20090318MVA-09-5398,1,39:4-97                       
20090318MVA-09-5398,2,                              
20090318MVA-09-8660,1,                              
20090318MVA-09-8660,2,39:4-97                       
20090318MVA09-4113,1,39:4-97                       
20090318MVA09-7178,1,39:4-125                      
20090318MVA09-7178,2,                              
200903202009-12856,1,39:4-50                       
200903202009-2814,1,                              
200903202009-2814,2,39:4-96                       
200903202009-855,1,39:4-82                       
200903212009-10503,1,                              
200903212009-10503,2,                              
200903222009-11739,1,                              
200903222009-148,1,                              
200903222009-148,2,                              
200903222009-149,1,                              
200903222009-149,2,                              
200903222009-149,3,                              
200903222009-149,4,                              
200903222009-149,5,                              
200903222009-149,6,                              
200903222009-149,7,                              
200903222009-319,1,39:4-50/39:4-96               
200903222009-319,2,                              
200903242009-15109,1,                              
200903242009-15109,2,39:3-76.2F                    
200903242009-17421,1,39:4-97                       
200903242009-22129,1,                              
200903242009-22129,2,39:4-85                       
200903242009-2796,1,39:4-88                       
200903242009-2796,2,                              
200903242009-8862,1,                              
20090324C020-2009-620A,1,                              
20090324C020-2009-620A,2,                              
20090324C020200900009A,1,                              
20090324C020200900171A,1,                              
20090324C020200900171A,2,                              
2009032601-09,1,                              
2009032601-09,2,                              
2009032655-09,1,                              
200903272009-00000227,1,39:4-97                       
200903272009-00000227,2,                              
200903272009-00000227,3,                              
200903272009-00000227,4,                              
200903272009-00000227,5,                              
200903272009-00000227,6,                              
200903272009-00000227,7,                              
200903272009-00005904,1,39:4-50                       
200903272009-00005904,2,                              
200903282009-0890,1,                              
200903282009-0890,2,                              
200903282009-0890,3,                              
2009032909-15787,1,39:4-50                       
2009032909-15787,2,                              
2009032909-6948,1,39:4-50                       
2009032909-6948,2,                              
200903292009-11408,1,                              
200903292009-11408,2,                              
200903292009-11934,1,39:4-50                       
200903292009-6551,1,39:4-50                       
200903292009-8617,1,39:4-97A                      
20090329C120-2009-00279A,1,39:4-97                       
20090334M09-236,1,39-4-144                      
20090334M09-236,2,                              
20090334M09-286,1,39:4-97                       
20090334M09-286,2,                              
20090335C080200900205A,1,39:4-97                       
20090335C080200900205A,2,39:3-66                       
2009033609-XAB-59,1,                              
20090336C080-2009-00014P,1,39:4-50                       
20090336C080-2009-00014P,2,39:4-50                       
20090336C120-2009-00068A,1,39:4-50                       
20090336C120-2009-00142A,1,                              
20090336C120-2009-00142A,2,                              
20090336C120-2009-00181-A,1,39:4-144                      
20090336C120-2009-00211A,1,                              
200903372009-10531,1,                              
200903372009-10531,2,                              
200903372009-10531,3,                              
200903372009-8262,1,                              
200903372009-9854,1,39:4-97                       
200903372009-9854,2,39:4-98                       
2009033890004716,1,39:4-97                       
2009033890019556,1,                              
2009033890022745,1,39:4-97                       
2009033890024496,1,39:4-144                      
2009033890024496,2,                              
2009033890029370,1,                              
2009033890030144,1,39:4-97                       
20090339C120-2009-00215-A,1,                              
20090339C120-2009-78A,1,SP3780703                     
20090339C120200900152A,1,                              
20090339C120200900152A,2,                              
20090340C020-2009-00290A,1,                              
200904012009005033,1,                              
2009040209DRPA1909,1,                              
20090404209008531,1,39:4-98                       
20090404209008851,1,                              
20090404209008851,2,39:4-97                       
20090404A310-2009-00922A,1,                              
20090404A3102009-1092A,1,                              
20090404A310200902068A,1,39:4-97                       
20090404A310200902068A,2,                              
20090405T2009-113,1,39:4-97                       
20090405T2009-113,2,                              
20090405T2009-226,1,39:4-50                       
20090405T2009-32,1,39:4-97                       
200904062009-143,1,                              
20090408070203-659,1,                              
20090408070203-659,2,                              
2009040809-01-21-927,1,                              
2009040809-02-14-802,1,                              
2009040809-02-14-802,2,                              
2009040809-02-14-802,3,                              
2009040809-04-27-882,1,                              
2009040809-05-31-1218,1,39:3-10                       
2009040809-05-31-1218,2,                              
2009040809-06-08-997,1,39:4-97                       
2009040809-06-08-997,2,                              
2009040809-06-08-997,3,                              
2009040809-06-12-586,1,                              
2009040809-07-19-194,1,39:4-50                       
2009040809-07-19-194,2,                              
2009040809-0795,1,39:4-96                       
2009040809-0795,2,39:4-96                       
2009040809-0795,3,39:4-96                       
2009040809-08-20-739,1,                              
2009040809-08-20-739,2,                              
2009040809-09-12-293,1,39:4-97                       
2009040809-09-12-293,2,                              
2009040809-12-04-1185,1,                              
20090408090415-484,1,39:3-40                       
20090408090605882,1,                              
20090408090605882,2,                              
20090408090607134,1,                              
20090408090607134,2,                              
20090408090607134,3,39:6B-2                       
20090408090721-1834,1,39:4-50                       
20090408090915-822,1,39:3-10 EXPIRED LICENSE       
20090408090915-822,2,                              
20090408090915-822,3,                              
200904080912070783,1,                              
20090408091225-487,1,                              
20090408091225-487,2,                              
20090408A310200901021A,1,39:4-50                       
2009040909-011107,1,39:4-97                       
2009040909-1572,2,                              
2009040909-32032,1,                              
2009040909-59970,1,                              
2009040909-59970,2,                              
2009040909-59970,3,                              
2009040909-60728,1,                              
2009040909-71675,1,                              
2009040909-71675,2,                              
2009040909-71675,3,                              
2009040909-88696,1,                              
2009040909-88696,2,39:3-40                       
2009040909-88696,3,                              
2009040909-88696,4,                              
2009040909-91780,1,39:4-34                       
2009040909-96809,1,                              
200904092009-085471,1,39:4-50                       
200904112009003656,1,                              
200904122009-01693,1,39:4-32                       
200904122009-2099,1,39:4-50                       
200904122009-99865,1,                              
20090413A-09-008,1,                              
20090413A-09-077,1,                              
20090413A-09-077,2,                              
20090414090051217,1,NONE AT THIS TIME             
2009041409DRPA1307,1,                              
2009041409DRPA1307,2,                              
20090414A310200901788A,1,39:4-96                       
20090414A310200901788A,2,                              
2009041509-11661,1,39:4-96                       
2009041509-12942,1,                              
2009041509-12942,2,                              
2009041509-20524,1,39:6-B2                       
2009041509-20524,2,39:4-81                       
20090415090028935,1,39:4-50                       
20090415090028935,2,                              
20090415090032605,1,39:4-50                       
20090415090036379,1,39:3-40                       
20090415090036379,2,                              
200904152009-5057,1,                              
20090415A310200901499A,1,                              
20090415A310200901499A,2,39:4-97                       
2009041609-252-A,1,                              
200904162009-400-A,1,                              
200904182009000358,1,                              
200904182009000358,2,39:4-144                      
20090418A310-2009-01630A,1,                              
20090418A310-2009-01630A,2,39:4-88B                      
20090418A310-2009-02649A,1,39:4-97                       
20090418A310-2009-02649A,2,                              
20090418A310-2009-02649A,3,39:3-40                       
20090418A310-2009-02649A,4,                              
20090418A310-2009-02649A,5,                              
20090418A310-2009-02649A,6,                              
20090418A310-2009-02649A,7,                              
20090418A310-2009-02649A,8,                              
2009042009-0203,1,39:4-50                       
2009042009-0203,2,                              
2009042009-0203,3,                              
20090421D020-2009-00135A,1,39:4-97                       
2009042209-004768,1,                              
2009042209-009810,1,CARELESS DRIVING              
2009042309-0402-01,1,                              
2009042309-0402-01,2,                              
2009042409-01234,1,39:4-50                       
2009042409-01234,2,                              
200904252009000101,1,                              
200904252009000101,2,                              
2009042709-15342,1,39:4-50                       
2009042709-32457,1,                              
200904270930164,1,39:4-50                       
200904270930164,2,39:4-144                      
200904272009-14743,1,                              
200904282009008030,1,                              
200904282009008030,2,                              
200904282009008170,1,39:4-50                       
200904282009009196,1,39:4-97                       
200904302009-1250,1,                              
200904302009-1250,2,                              
200904302009-595,1,39:4-97                       
200904302009-595,2,                              
200904302009-595,3,                              
200904302009-595,4,                              
20090430A310-2009-01286A,1,39:4-97                       
20090431301-09A,1,                              
20090431301-09A,2,                              
2009043199-09A,1,                              
2009043409-464-AC,1,39:3-40                       
2009043409-464-AC,2,                              
2009043409-464-AC,3,                              
2009043409-73-AC,1,                              
2009043409-73-AC,2,39:4-97                       
2009043409-822-AC,1,                              
2009043409-841-AC,1,39:4 97                       
2009043409-841-AC,2,                              
2009043509-02144,1,39:4-96                       
2009043509-04043,1,                              
2009043509.01017,1,                              
200904362009-012537,1,39:4-81                       
200904362009-012537,2,                              
200904362009-012656,1,39:4-97                       
200904362009-013036,1,39:4-97                       
200904362009-013036,2,                              
200904362009-013912,1,                              
200904362009-013912,2,39:4-97                       
200904362009-014447,1,39:4-97                       
200904362009-019961,1,                              
200904362009-019961,2,39:4-97                       
200904362009-028123,1,                              
200904362009-029065,1,                              
200904362009-030213,1,                              
200904362009-030213,2,                              
200904362009-030213,3,                              
200904362009-035552,1,39:4-97                       
200904362009-035552,2,                              
200904362009-036803,1,39:4-88B                      
200904362009-036803,2,                              
200904362009-055002,1,                              
200904362009017244,1,                              
200904362009017244,2,39:4-97                       
20090436A160-2009-00159A,1,39:4-50                       
20090501I-2009-08851,1,                              
200905022009-013900,1,                              
20090504A050-2009-00392-A,1,39:4-50                       
20090504A050200900292A,1,39:4-50                       
20090504A050200900292A,2,                              
20090504E030-2009-00459A,1,39:4-97                       
200905052009-005646,1,39:4-97                       
200905052009-005646,2,                              
200905052009-008664,1,39:4-144                      
200905052009-008664,2,                              
200905052009-010409,1,39:4-97                       
200905052009-013821,1,39:4-97                       
200905052009-015009,1,                              
200905052009-015967,1,                              
200905052009-017052,1,39:4-50                       
200905052009-017052,2,NSI                           
200905052009-017665,1,39:4-97                       
200905052009-017995,1,39:4-97                       
200905052009-030988,1,39:4-50                       
20090505E0302009-783A,1,                              
20090506E030-2009-00961A,1,                              
20090506E030-2009-00961A,2,                              
20090506E030-2009-00961A,3,                              
20090506E030-2009-00961A,4,                              
20090506E030-2009-00961A,5,                              
20090506E030-2009-00961A,6,                              
20090506E030-2009-01071A,1,                              
20090506E030-2009-01072A,1,                              
20090506E030-2009-01072A,2,                              
20090506E030200901450A,1,39:3-76.2F                    
20090506I-2009-05297,1,                              
20090506I-2009-31116,1,                              
20090506I-2009-31116,2,39:4-97                       
20090506I-2009-37802,1,                              
20090506I-2009-38929,1,                              
20090506I-2009-38929,2,39:4-50 39:4-97               
2009050709-12903,1,PENDING                       
2009050709-30156,1,39:4-50 39:4-144 39:4-96 39:3?
2009050709-30156,2,                              
2009050709-30402,1,                              
2009050809-36240,1,39:4-81                       
2009050809-36240,2,                              
20090511A050-2009-00014P,1,                              
20090511A050-2009-00129A,1,39:4-50 DWI                   
20090511A050-2009-00253A,1,39:4-96                       
20090511A050-2009-00253A,2,                              
20090511A050-2009-00271A,1,39:4-50                       
20090511A050-2009-00271A,2,                              
20090511A050-2009-00370A,1,39:4-50                       
20090511A050200900220A,1,39:4-50                       
20090511E030200900546A,1,39:4-96                       
2009051409-36163,1,                              
200905142009-28608,1,                              
200905142009-28608,2,CARELESS DRIVING              
200905142009-35857,1,                              
20090516A050-2009-00082P,1,                              
20090516A050-2009-00159A,1,39:4-144                      
20090516A050-2009-00159A,2,                              
20090601BR-13937-09,1,NJS 39:4-97 (CARELESS DRIVING)
20090601BR-20508-09,1,                              
20090601BR-22853-09,1,FAILURE TO USE CROSSWALK      
20090601BR-23400-09,1,                              
20090601BR-30630-09,1,NJS 39:4-97 (CARELESS DRIVING)
20090601BR-30630-09,2,NJS 39:3-10 (UNLICENSED DRIVE?
20090601BR-30630-09,3,                              
20090601BR-30630-09,4,                              
20090601BR-36636-09,1,SEE PTL GRIER'S CRASH REPORT  
20090603A040-2009-00154A,1,39:4-50                       
20090604A100-2009-00287A,1,                              
20090605A040200900520A,1,39:4-50 (DUI)                 
20090608A100200900118A,1,39:4-50 (DRIVING WHILE INTOXI?
20090608A100200900300A,1,                              
20090609A100-2009-00230A,1,                              
20090609A100-2009-00231-A,1,39:4-97                       
20090609A100-2009-00231-A,2,                              
20090609A100-2009-00392A,1,39:4-97                       
20090609A100-2009-00392A,2,                              
20090609A100-2009-00431A,1,                              
20090609A100200900494A,1,39:4-50                       
20090609A100200900539A,1,SP4627511                     
20090609A100200900539A,2,                              
20090609A100200900539A,3,                              
2009061009006659,1,SPEEDING 39:4-98              
2009061009006659,2,FAILURE TO STOP 39:4-144      
2009061009021335,1,39:4-50 DWI                   
2009061009022872,1,CARELESS DRIVING              
2009061009022872,2,                              
2009061009022872,3,                              
2009061009022872,4,                              
2009061009025627,1,RECKLESS DRIVING 39:4-96      
2009061009026712,1,PENDING                       
2009061009026712,2,                              
20090610A100-2009-00002A,1,39:4-50                       
20090612A040-2009-00298A,1,                              
20090612A040200900222A,1,39:4-97                       
20090612A040200900222A,2,                              
20090613A040-2009-192A,1,39:4-50                       
20090613A040200900243A,1,39:3-40                       
20090613A040200900243A,2,                              
200906142009-00001733,1,39:4-96                       
200906142009-00002288,1,39:4-50(TICKETS)              
200906142009-00003080,1,39:4-125                      
200906142009-00003080,2,39:3-4                        
200906142009-00030657,1,                              
200906142009-00032450,1,39:4-144                      
200906142009-00041555,1,39:3-10                       
200906142009-00041555,2,39:3-40                       
200906142009-00045344,1,                              
200906142009-00045344,2,                              
200906142009-00059349,1,                              
200906142009-00079650,1,39:4-115A                     
200906142009-00079650,2,39:3-40 39:4-96 39:4-50 (TICK?
200906142009-00080479,1,39:4-97                       
200906142009-00080518,1,                              
200906142009-00080518,2,                              
20090614A100200900463A,1,39:4-97                       
20090614A100200900553A,1,                              
2009070109-19336,1,                              
200907012009-1041,1,D.W.I. 39:4-50                
200907012009-11910,1,39:4-97                       
200907012009-11910,2,                              
200907012009-11910,3,                              
200907012009-11910,4,                              
200907012009-17088,1,                              
200907012009-17874,1,                              
200907012009-17874,2,                              
200907012009-709,1,39: FAILURE TO YIELD ROW      
2009070209-11897,1,39:4-97 CARELESS DRIVING      
200907032009-005959,1,39:4-97                       
200907032009-005959,2,                              
20090703MVC2009-063,1,                              
20090703MVC2009-063,2,                              
2009070409-2420,1,SEE CONTINUATION              
2009070409-661,1,39:4-36                       
2009070509-15787,1,                              
2009070509-18307,1,                              
2009070509-18307,2,                              
2009070509-18307,3,                              
2009070509-4037,1,                              
2009070509-4037,2,                              
2009070509-6259,1,39:3-10 4-97 4-144            
2009070509-6259,2,                              
2009070509-6259,3,                              
20090707B060200901008A,1,39:4-50                       
2009070909-21173,1,                              
2009070909-63385,1,                              
2009070909-63763,1,39:3-29                       
2009070909-95475,1,                              
20090709200928893,1,                              
20090709200928893,2,                              
20090709B130-2009-1505A,1,                              
20090709B130-2009-1505A,2,                              
20090709B130-2009-1505A,3,                              
20090709B130-2009-1505A,4,                              
20090710I2009-001989R,1,39:3-72 HAZARDOUS TIRES       
20090710I2009-008589,1,                              
20090710I2009-008589,2,                              
20090710I2009-011016,1,39:4-50 OPERATE MOTOR VEHICLE?
20090710I2009-011897,1,39:3-76.2F FAILURE TO WEAR SE?
20090710I2009-011897,2,39:4-81 FAILURE TO OBSERVE SI?
2009071109-00447,1,                              
2009071209-5674,1,39:4-36                       
20090712B130-2009-01993A,1,39:4-88B                      
20090713RED-0234,1,39:4-97                       
20090713RED-0234,2,                              
20090713RED-623,1,                              
20090713RED1006,1,                              
20090713RED212,1,                              
20090713RED639,1,39:4-97                       
20090713RED960,1,39:4-50 DWI                   
20090713RED960,2,39:4-88B FAILURE TO MAINTAIN  
2009071408-1233,1,                              
2009071408-1233,2,                              
2009071409-00430,1,                              
2009071409-11764,1,39:4-85.1                     
2009071409-11764,2,39:4-97                       
2009071409-14194,1,                              
2009071409-14194,2,                              
2009071409-18326,1,                              
2009071409-19123,1,                              
2009071409-19123,2,                              
2009071409-19123,3,                              
2009071409-24680,1,UNINSURED VEHICLE             
2009071409-36586,1,                              
2009071409-37379,1,39:4-129                      
2009071409-37379,2,39:3-40                       
2009071409-41073,1,                              
2009071409-45311,1,39:4-50                       
2009071409-45311,2,39:4-97                       
