id,vehicle_number,charge
20150222I-2015-014639,1,39:4-50 DRIVING WHILE UNDER T?
2015022315-041402,1,                              
2015022315-041402,2,                              
2015022315-041402,3,                              
2015022315-072937,1,                              
2015022315-072937,2,                              
2015022315-077179,1,                              
2015022315-077179,2,                              
20150223B060-2015-00797A,1,                              
20150223B060-2015-00797A,2,                              
2015022424-15-01389,1,                              
2015022424-15-01389,2,                              
2015022424-15-02296,1,39:4-97                       
2015022424-15-02296,2,39:4-123                      
20150225I-2015-14666,1,                              
201502272015-001225,1,                              
201502272015-001225,2,                              
201502272015-005064,1,                              
201502272015-005064,2,                              
201502272015-008407,1,39:4-50                       
201502272015-008407,2,39:4-97                       
201502272015-010779,1,39:4-130                      
201502312015-022051,1,39:4-50                       
201502312015-022051,2,                              
2015023315-00675,1,                              
2015023315-06529,1,                              
2015023315-11692,1,39:4-50  39:4-96              
2015023315-11692,2,                              
2015023315-16370,1,                              
2015023315-17681,1,                              
2015023315-18324,1,                              
2015023315-19349,1,                              
201502342015-004973,1,                              
201502342015-008672,1,                              
20150234I-2015-010387,1,                              
20150234I-2015-010387,2,                              
20150237M-15-83,1,                              
201502382015-007133,1,                              
201502382015-007133,2,39:4-80  97                   
201502382015-007133,3,                              
2015023915-1689,1,                              
2015023915-6410,1,                              
2015023915-6410,2,                              
2015023915-7107,1,                              
2015023915-7107,2,                              
2015024141-15-007888,1,CARELESS DRIVING              
2015024215-04494,1,39:4-96                       
20150242B060-2015-00168A,1,                              
2015024315-MV-39,1,                              
2015024444-15-02105,1,39:4-97-CARELESS DRIVING      
2015024444-15-02105,2,                              
2015024444-15-07388,1,                              
2015024444-15-07388,2,                              
20150245I-2015-004503,1,39:4-97 CARELESS DRIVING      
20150245I-2015-004503,2,                              
20150245I-2015-004503,3,                              
20150245I-2015-004503,4,                              
20150245I-2015-014460,1,                              
20150245I-2015-014460,2,                              
20150245I-2015-015331,1,                              
20150245I-2015-015331,2,                              
20150245I-2015-015331,3,                              
20150246I-2015-000540,1,                              
20150246I-2015-000540,2,39:4-81 FAILURE TO OBSERVE SI?
20150246I-2015-023691,1,                              
20150246I-2015-023691,2,                              
20150246I-2015-040855,1,                              
20150246I-2015-040855,2,                              
20150246I-2015-040855,3,                              
20150246I-2015-043270,1,                              
20150246I-2015-046419,1,                              
20150246I-2015-046419,2,                              
20150246I-2015-055349,1,                              
20150246I-2015-055349,2,                              
20150246I-2015-055349,3,                              
20150246I-2015-055349,4,                              
2015024815-09874,1,                              
20150250D030-2015-03580A,1,                              
20150250D030-2015-03580A,2,                              
20150251I-2015-019523,1,                              
2015025215-3632,1,                              
2015025215-3632,2,                              
20150252BC-15-033116,1,                              
2015025615-07861,1,39:4-97                       
2015025615-11145,1,                              
2015025715-02801,1,                              
2015025715-02801,2,                              
2015025715-02801,3,                              
2015025715-03111,1,39:3-4                        
2015025715-03111,2,39:4-97                       
2015025715-07022,1,                              
2015025715-07022,2,                              
2015025715-08234,1,39:4-50                       
2015025715-08234,2,39:4-50.4A                    
201502592015-002661,1,                              
201502592015-002661,2,                              
20150260PD-15-047717,1,                              
20150260PD-15-047717,2,                              
20150260PD-15-048397,1,39:4-35                       
20150261A2015-395,1,NONE AT SCENE                 
20150261A2015-438,1,NONE AT SCENE                 
20150265WG-15-03391,1,39:4-96  39:4-144             
20150268E040-2015-01108A,1,                              
20150268E040-2015-01108A,2,                              
20150268E040-2015-01108A,3,                              
20150268E040-2015-01108A,4,39:4-96                       
2015027015-7611,1,                              
2015027015-7611,2,                              
20150301C120-2015-00058A,1,                              
20150301C120-2015-00067A,1,                              
20150301C120-2015-00067A,2,                              
20150301C120-2015-00083A,1,39 4 97                       
2015030415-4134,1,                              
2015030415-4134,2,CARELESS DRIVING 39:4-97      
201503042015-5002,1,                              
201503042015-5002,2,                              
201503042015-7629,1,                              
201503062015-003321,1,                              
201503062015-003321,2,                              
201503062015-003321,3,                              
20150306C020-2015-00903A,1,                              
20150306C020-2015-00903A,2,                              
201503082015-14849,1,                              
201503082015-14849,2,                              
20150310201505114,1,                              
20150312201500075,1,                              
201503152015-9039,1,CARELESS DRIVING 39:4-97      
201503152015-9039,2,DRIVING AN UNREGISTERED MV 39?
201503152015-9039,3,                              
201503152015-9039,4,                              
20150316C020201500861A,1,                              
20150316C020201500861A,2,39 4 97                       
201503172015-0979,1,39:4-50                       
201503172015-3890,1,                              
201503172015-5609,1,CARELESS DRIVING              
201503172015-5609,2,                              
201503182015-0669,1,PENDING THE ID OF DRIVER ONE  
201503182015-0670,1,DRIVING WHILE INTOXICATED 39:?
201503182015-10454,1,NONE ISSUED                   
201503182015-10454,2,CARELESS DRIVING; 39:4-97     
201503182015-8957,1,CARELESS DRIVING 39:4-97      
2015031915-9108,1,39:4-50                       
2015031915-9108,2,39:4-97                       
201503202015-4856,1,FAILURE TO YIELD ROW 39:4-?0  
201503202015-4856,2,DRIVING WHILE INTOXICATED 39:?
201503222015-064,1,                              
201503222015-064,2,                              
201503222015-064,3,39:4-97                       
201503222015-10308,1,39:4-96                       
201503222015-10558,1,                              
201503222015-11861,1,                              
201503222015-11861,2,                              
201503222015-11861,3,                              
201503242015-08879,1,                              
201503242015-12637,1,39:4-88                       
201503242015-12637,2,                              
201503242015-13330,1,                              
201503242015-13330,2,                              
201503242015-24559,1,39:4-97                       
201503242015-24559,2,                              
201503242015-25779,1,39:4-97                       
201503242015-27831,1,                              
20150324C020-2015-00568A,1,                              
20150324C020-2015-00568A,2,                              
20150324D020-2015-00705A,1,                              
2015032615-4429,1,39:3-29  39:4-97              
201503262015-4608,1,IMPROPER PASSING/IMPROPER HEL?
201503262015-4608,2,UNICENSED DRIVER              
2015032715-0327,1,                              
2015032715-0327,2,                              
2015032715-0375,1,                              
201503282015-1039,1,USING CELL PHONE W/O HANDS FR?
201503282015-1039,2,                              
201503282015-3461,1,MULTIPLE                      
201503282015-3461,2,                              
201503282015-3461,3,                              
2015032915-6790,1,                              
201503292015-13531,1,39:4-50                       
201503292015-13531,2,                              
201503292015-17643,1,39:3-10                       
20150332C080-2015-00047A,1,39 4 85                       
20150332C080-2015-00047A,2,                              
20150332C080-2015-00757A,1,                              
20150333C080-2015-00567A,1,39 4 88B                      
20150333C080-2015-00567A,2,                              
20150334C020-2015-00965A,1,39 4 88B                      
20150334C020-2015-00965A,2,                              
20150334M15-122,1,                              
20150334M15-122,2,                              
20150336C120-2015-00150A,1,39 4 50                       
201503372015-07719,1,                              
201503372015-08735,1,                              
201503372015-09798,1,                              
201503372015-09815,1,39:3-13.8(A)                  
201503372015-09815,2,                              
201503372015-13591,1,                              
20150337C020-2015-00710A,1,                              
201503382015-00017161,1,39:-97                        
201503382015-00021299,1,FAILURE TO YIELD; 39:4-144    
201503382015-00021299,2,                              
20150339C080201500815A,1,                              
20150339C080201500815A,2,                              
20150403A310-2015-00852A,1,                              
20150403A310-2015-00852A,2,                              
20150404A310201502359A,1,39 4 50                       
20150404A310201502568A,1,39 4 50                       
20150404A310201502568A,2,                              
201504052015014858,1,                              
201504052015014858,2,                              
201504062015000362,1,                              
2015040815-12-12-1438,1,                              
2015040815-15848,1,RECKLESS DRIVING              
2015040815-15848,2,DWI **SEE ALL SUMMONS IN      
2015040815-38664,1,                              
2015040815-38664,2,                              
2015040815-38664,3,                              
2015040815-68241,1,39:4-97                       
201504081502045612,1,                              
20150408150221-2698,1,                              
20150408150221-2698,2,39:4-96  39:3-40  39:3-29  39?
201504081505125208,1,                              
20150408150610-4218,1,                              
20150408150610-4218,2,39:3-40  39:4-96  39:4-49.7   
201504081508273926,1,                              
201504081508273926,2,                              
201504081510083987,1,                              
20150408151227-1066,1,                              
20150408A310-2015-00873A,1,                              
2015040915-009175,1,                              
2015040915-010803,1,                              
2015040915-043015,1,39:4-89                       
2015040915-043015,2,                              
2015040915-043015,3,39:3-4                        
2015040915-056967,1,39:4-97                       
2015040915-078119,1,39:4-50                       
2015040915-078119,2,                              
2015040915-080855,1,                              
2015040915-092450,1,39:3-10                       
2015040915-092450,2,                              
2015040915-092888,1,                              
20150409A310-2015-01008A,1,                              
201504122015-003396,1,                              
201504142015-06755,1,39:4-50                       
201504142015-06755,2,                              
201504142015-06755,3,                              
201504142015-08463,1,                              
201504142015-08463,2,39:4-88B                      
20150414A310-2015-01719A,1,39 4 50                       
20150414A310-2015-01738A,1,39 4 97                       
20150414A310-2015-01738A,2,                              
20150414A310-2015-01959A,1,39 4 50                       
20150415A310201502276A,1,39 4 97                       
20150415A310201502276A,2,39 3 10                       
20150415A310201502353A,1,39 4 50                       
20150415A310201502353A,2,                              
201504222015-003123,1,PENDING                       
201504222015-003123,2,                              
201504222015-003123,3,                              
201504222015-004701,1,                              
201504222015-004701,2,                              
201504232015-00612,1,                              
201504232015-00612,2,                              
201504232015-006612,1,                              
201504232015-006612,2,                              
201504232015-008325,1,                              
201504252015000763,1,                              
20150427#15-4681,1,39:3-10(B) & 39:3-37.1B       
20150427#15-4681,2,                              
2015042715-2963129361,1,39:4-97  4-50  4-96  4-100  4?
20150427150023227,1,                              
20150427150023227,2,                              
20150427150023227,3,                              
20150427150023227,4,                              
20150427150023227,5,                              
20150427150023227,6,                              
20150427150023227,7,                              
20150427150025452,1,                              
20150427150025452,2,                              
20150427150025452,3,                              
20150427150025620,1,39:4-50                       
20150427150025620,2,                              
201504272015-41765,1,                              
201504272015-41765,2,                              
201504272015-41765,3,                              
201504282015000829,1,                              
20150430A310-2015-01990A,1,39 4 50                       
20150430A310-2015-01990A,2,                              
20150430A310-2015-01990A,3,                              
201504322015-00971,1,                              
201504322015-00971,2,                              
201504322015-00971,3,CARELESS DRIVING              
2015043415-1001-AC,1,39:4-144                      
2015043415-1001-AC,2,                              
2015043415-123-AC,1,                              
2015043415-123-AC,2,                              
2015043415-133-AC,1,39:4 97 CARELESS DRIVING      
2015043415-133-AC,2,                              
2015043415-171-AC,1,                              
2015043415-749-AC,1,                              
2015043415-749-AC,2,                              
2015043415-749-AC,3,                              
20150435150010451,1,                              
20150435150011153,1,                              
20150436150001448,1,39:4-144                      
20150436150001448,2,                              
20150436150003107,1,39:3-10                       
20150436150009122,1,39:4-14.1                     
20150436150013586,1,39:4-50                       
20150436150017715,1,39:4-97                       
20150436150017715,2,                              
20150436150033066,1,39:4-82                       
20150436150033066,2,                              
20150436150034689,1,39:4-144                      
20150436150034689,2,39:4-49.1                     
20150436A160-2015-00056A,1,39:4-49.1                     
20150436A160-2015-00056A,2,39:4-97                       
20150436A160-2015-00177A,1,39:4-97                       
20150436A160-2015-00177A,2,                              
20150436A160-2015-00232A,1,39:4-97                       
20150436A160-2015-00232A,2,39:3-76.2F                    
20150436A160-2015-00293A,1,39:4-97                       
20150436A160-2015-00694A,1,39:4-97                       
2015043701251-15,1,                              
20150504A050-2015-00207A,1,39 4 97                       
20150504A050-2015-00207A,2,                              
20150504A050-2015-00231A,1,39 4 97                       
20150504A050-2015-00231A,2,                              
20150504A050-2015-00648A,1,                              
20150505I-2015-012058,1,                              
20150505I-2015-012446,1,39:3-10 UNLICENSED DRIVER     
20150505I-2015-032450,1,39:4-129 LEAVING THE SCENE OF?
20150505I-2015-032450,2,39:3-29 FAILURE TO EXHIBIT DO?
20150505I-2015-034461,1,39:4-97 CARELESS DRIVING      
20150505I-2015-034461,2,                              
20150505I-2015-054849,1,2C:12-1.1 LEAVING THE SCENE O?
20150506E030-2015-00336A,1,39:4-50.15                    
20150506E030-2015-00902A,1,                              
20150506I-2015-11497,1,39:4-97 CARELESS DRIVING      
20150506I-2015-11497,2,                              
20150506I-2015-24004,1,39:4-50 DWI                   
20150508PD-15-19509,1,39:4-97                       
20150508PD-15-33008,1,                              
20150508PD-15-33008,2,                              
20150509I-2015-09797,1,DRIVING WHILE INTOXICATED     
20150509I-2015-09797,2,FAILURE TO REPORT ACCIDENT    
20150511A050-2015-00389A,1,                              
201505142015-028079,1,                              
201505142015-031593,1,LEAVING THE SCENE             
2015060115-32479,1,                              
2015060115-32479,2,                              
2015060115-34590,1,FAILED TO KEEP RIGHT          
2015060115-34590,3,                              
2015060115-40511,1,39:4-97                       
20150603A040-2015-00066A,1,                              
20150603A040-2015-00448A,1,39 4 97                       
20150603A040-2015-00448A,2,                              
20150603A040-2015-00587A,1,39 4 50                       
20150609A100-2015-00003A,1,39 4 50                       
20150609A100-2015-00003A,2,                              
20150609A100-2015-00268A,1,39 4 88B                      
20150609A100-2015-00268A,2,                              
2015061015-00315,1,39:4-97                       
2015061015-00315,2,                              
2015061015-05687,1,39:4-97                       
2015061015-05789,1,                              
2015061015-06069,1,                              
2015061015-07888,1,                              
2015061015-07888,2,                              
2015061015-26513,1,                              
20150613A040201500905A,1,39 4 97                       
20150613A040201500905A,2,                              
201506142015037096,1,                              
201506142015046031,1,39:4-50                       
201507012015-1196,1,39:3-10                       
201507012015-1196,2,                              
201507012015-1196,3,                              
20150701I-2015-019168,1,                              
20150701I-2015-019168,2,                              
20150701I-2015-021668,1,                              
20150701I-2015-030919,1,39;4-36 FAILURE TO YIELD TO P?
2015070215-20926,1,                              
2015070215-4043,1,                              
20150703I-2015-000317,3,                              
20150703I-2015-009055,1,                              
20150703I-2015-009055,2,                              
20150703I-2015-009055,3,                              
2015070415-14195,1,                              
2015070515-004879,1,39:4-36 39:3-40               
2015070515-004879,2,                              
2015070515-007004,1,                              
2015070515-007004,2,                              
2015070515-19198,1,39:4-36(A);39:4-97.2;27;12C-3?
2015070515-19780,1,39:4-97  39:4-50              
201507072015-1123,1,                              
201507072015-1147,1,                              
20150707B060-2015-01859A,1,                              
20150707B060-2015-01859A,2,                              
20150707B060-2015-01859A,3,                              
20150709E040-2015-04658A,1,39:4-50                       
20150709I-2015-005338,1,                              
20150709I-2015-005338,2,                              
20150709I-2015-005338,3,                              
20150709I-2015-005338,4,39:3-10 UNLICENSED DRIVER     
20150709I-2015-065188,1,                              
20150710I-2015-000161,1,39:4-97 CARELESS DRIVING      
20150710I-2015-000161,2,                              
20150710I2015-010940,1,                              
20150710I2015-025840,2,                              
2015071115-46757,1,                              
20150712I-2015-003917,1,39:4-36 FAILURE TO YIELD TO P?
20150712I-2015-009106,1,39:3-29 NO REG/DL/INS CARD IN?
20150712I-2015-017518,1,                              
2015071315RED054,1,                              
2015071315RED060,1,                              
2015071315RED1359,1,39:4-50                       
2015071315RED1359,2,39:4-50G                      
2015071315RED1359,3,39:4-97                       
2015071315RED800,1,FAIL TO YIELD @ INTERSECTION ?
2015071315RED800,2,FAIL TO USE PROV STICKER 39:1?
2015071315RED800,3,                              
2015071315RED877,1,39:6B-2                       
2015071315RED877,2,                              
20150714014,1,39:3-18 MISUSE ?              
20150714014,2,39:3-10 UN? ?                 
2015071410470-15,1,                              
2015071415-12264,1,DWI                           
2015071415-12402,1,                              
2015071415-12402,2,                              
2015071415-12402,3,                              
2015071415-21068,1,                              
2015071415-2889,1,FAILURE TO YIELD TO PED.      
2015071427197,1,                              
2015071451331,1,                              
2015071451331,2,                              
20150714B130-2015-01707A,1,                              
20150714B130-2015-01707A,2,                              
20150714B130201503804A,1,                              
20150714B130201503804A,2,                              
20150714C15-001334,1,AV403809                      
20150714D030-2015-00881A,1,19:9-1.12                     
20150714D030-2015-00881A,2,                              
20150714P15101913/CC#15-?,1,                              
20150714P15138347,1,39:3-40 DRIVING W/ DL/REG SUS?
20150714P15139012/CC#15-207?,1,                              
20150714P15142134,1,                              
20150714P15148122,1,                              
20150714P15150534,1,                              
20150714P15165384,1,                              
20150714P15171157,1,39:4-36                       
20150714P15192375,1,39:3-10 UNLICENSED DRIVER     
20150714P15192375,2,                              
20150714P15192375,3,                              
20150714P15209082,1,                              
20150714P15209082,2,                              
20150714P15210114,1,39:6B-2 UNINSURED MOTORIST    
20150714P15243558,1,                              
20150714P15256873,2,                              
20150714P15256888,1,                              
20150714P15273528,1,                              
20150714P15273528,2,                              
20150714P15274893,1,39:4-96 RECKLESS DRIVING      
20150714P15274893,2,2C:12-1.1 LEAVING SCENE OF MO?
20150714P15274893,3,                              
20150714P15274893,4,                              
20150714P15274893,5,                              
20150714P15274893,6,                              
20150714P15282290/CC#15-426?,1,                              
20150714P15282290/CC#15-426?,2,39:3-29 FAILURE TO EXHIBIT DO?
20150714P15311351,1,                              
20150714P15318302/15-48485,1,                              
20150714P15345975,1,                              
20150714P15345975,2,                              
20150714P15349983,1,                              
20150714P1535288754219,1,39:4-129 LEAVING THE SCENE OF?
20150714P1535288754219,2,                              
20150714P1535288754219,3,                              
20150714P1535462154443,1,                              
20150714P1535462154443,2,                              
20150714P15355164,1,                              
20150714P15360631/CC#15-5?,1,39:3-10 UNLICENSED DRIVER     
20150714P15360631/CC#15-5?,2,                              
20150714P1536810,2,                              
20150714P15382779,1,39:4-50 DWI                   
20150714P15385649,1,                              
20150714P15385649,2,                              
20150714P15392727,1,                              
20150714P15394405,1,                              
20150714P15394405,2,                              
20150714P15408527,1,                              
20150714P15408527,2,2C:12-1.1 LEAVING SCENE OF MO?
20150714P15408527,3,                              
20150717B060-2015-01295A,1,39 4 50                       
20150717B060-2015-01295A,2,                              
20150717I-2015-021270,1,39:4-125 IMPROPER U-TURN      
20150718B060-2015-00178A,1,                              
20150718B060-2015-00178A,2,                              
20150719I-2015-015053,1,39:4-81 FAILURE TO OBSERVE SI?
20150719I-2015-015053,2,                              
20150722B060-2015-02127A,1,                              
201508012015-002679,1,39:4-97                       
201508012015-002679,2,                              
201508012015-9982,1,39:4-144 FAILURE TO STOP/YIELD
201508012015-9982,2,                              
201508022015003220,1,                              
201508022015003517,1,                              
201508022015003517,2,                              
201508022015003671,1,                              
201508022015003671,2,                              
201508022015018432,1,39:4-50                       
201508022015027311,1,                              
201508022015027311,2,                              
20150802A310-2015-01932A,1,                              
20150802A310-2015-01932A,2,                              
20150802A310-2015-01932A,3,                              
20150804201502234,1,39:4-97                       
20150804201502234,2,                              
20150804201509518,1,39:4-144 FAILURE TO STOP OR Y?
20150804201509518,2,                              
20150804A310-2015-00277A,1,39 4 97                       
20150804A310-2015-02150A,1,39 4 97                       
201508052015-10486,1,SEE NARRATIVE                 
201508052015-13204,1,                              
201508052015-15441,1,39:4-67                       
201508052015-15441,2,                              
201508052015-17187,1,39:4-97                       
201508052015-18925,1,                              
201508052015-18925,2,                              
201508052015-20217,1,                              
201508052015-20378,1,39:4-67  4-97                 
201508052015-20378,2,                              
201508052015-5886,1,                              
201508052015-6696,1,                              
201508052015-6696,2,                              
201508052015-7694,1,4-50  4-96                    
201508062015-014965,1,39:4-329                      
201508082015026182,1,39:4-81                       
201508082015026182,2,                              
201508102015001400,1,39:4-97                       
201508102015010749,1,                              
201508102015010749,2,39:4-90                       
201508102015010749,3,                              
20150810A310-2015-01781A,1,39 4 50                       
201508112015001725,1,                              
201508112015003268,1,39:4-97                       
201508112015003268,2,                              
201508112015003268,3,                              
201508112015008374,1,                              
201508112015009900,1,39:4-50                       
201508112015009900,2,                              
201508112015016755,1,39:4-50                       
201508112015016755,2,                              
201508112015017226,1,39:4-97                       
201508112015017226,2,                              
201508112015017363,1,39:4-89                       
201508112015017363,2,                              
201508112015017363,3,                              
201508112015021009,1,39:4-50                       
201508112015021009,2,                              
201508112015021085,1,39:4-50                       
201508112015021643,1,39:4-98                       
201508112015021643,2,                              
201508112015027034,1,                              
20150813C-08-15,1,39:3-40  39:4-96              
20150814201501513,1,                              
20150814201501513,2,                              
20150814201501513,3,                              
201508182015013471,1,2C:12-1C(1)                   
201508182015025607,1,                              
20150818201503997,1,2C:12-1.1                     
201508182015039997,1,2C:12-1.1                     
201508182015059073,1,39:4-81                       
201508182015059073,2,                              
20150818A310-2015-00135A,1,39 4 88B                      
2015081915-022,1,39:4-50.2 39:4-50 39:3-97 39:?
2015081915-022,2,                              
201508202015007961,1,39:4-50                       
201508202015012259,1,                              
201508202015012259,2,                              
20150820A310-2015-00403A,1,                              
20150820A310-2015-00403A,2,                              
20150820A310-2015-01550A,1,                              
20150820A310-2015-01984A,1,                              
20150820A310-2015-01984A,2,                              
20150820A310201502495A,1,39 4 50                       
20150820A310201502495A,2,                              
201508222015010044,1,39:4-50                       
201508232015003408,1,                              
201508232015003408,2,                              
201508242015000814,1,                              
20150824D020-2015-00674A,1,                              
20150824D020-2015-00674A,2,                              
2015090115-65625,1,                              
2015090115-65625,2,                              
201509012015-26938,1,                              
201509012015-43201,1,RECKLESS 39:4-96              
201509012015-43201,2,                              
201509012015-43201,3,IMPROPER PASSING 39:4-85      
201509012015-43201,4,NO SEAT BELT 39:3-76?         
201509012015-44036,1,                              
201509012015-44036,2,39:4-96 RECKLESS DRIVING      
201509012015-57403,1,39:4-36                       
201509012015-75370,1,                              
20150901D030-2015-01069A,1,                              
2015090415-011823,1,39:4-36A                      
20150906016779-15,1,RECKLESS DRIVING              
2015090615-013913,1,                              
2015090615-013913,2,                              
2015090615-021589,1,RECKLESS DRIVING 39:4-96      
2015090615-021589,2,DRIVING WHILE SUSPENDED 39:3-?
2015090615-031361,1,                              
2015090615-1539,1,                              
2015090615-1539,2,UNREGISTERED VEHICLE          
2015090615-16098,2,                              
2015090615-21688,1,                              
2015090615-21688,2,                              
2015090615-26219,1,                              
2015090615-26219,2,                              
2015090615-3876,1,                              
2015090615571-15,1,                              
2015090615571-15,2,39:4-971                      
2015090616000-15,1,                              
2015090616000-15,2,                              
2015090625435-15,1,                              
2015090628119-15,1,                              
2015090628119-15,2,                              
2015090629572-15,1,                              
20150906D030-2015-01488A,1,                              
20150906SO-15-029442,1,                              
2015090715006269,1,                              
2015090715006269,2,M482 DRIVING TO THE RIGHT 39:?
2015090715012215,1,                              
2015090715012215,2,                              
2015090715012215,3,                              
2015090715012239,1,                              
2015090715013207,1,M6B2 PENALTIES/UNINSURED VEHC?
2015090715013207,2,                              
2015090715013207,3,                              
2015090715024154,1,M497 CARELESS DRIVING 39: 4-97
2015090715024154,2,                              
2015090815067137,1,                              
2015090815085155,1,                              
20150908SO-15-009420,1,                              
20150908SO-15-027446,1,                              
2015090915-003280,1,                              
2015090915-015461,1,                              
2015090915-015461,2,                              
2015091015139801,1,                              
20150910SO-15-022696,1,                              
20150912I-2015-000096,1,                              
20150912I-2015-000096,2,                              
20151001C040-2015-00133A,1,39 4 97                       
20151001C040-2015-00133A,2,                              
20151002B110201500999A,1,                              
201510062015008661,1,39:4-97 CARELESS DRIVING      
201510062015008661,2,39:4-89 FOLLOWING TOO CLOSELY?
201510062015014672,1,39:4-97 CARELESS DRIVING      
201510062015023754,1,                              
20151008C040201500293A,1,                              
20151009103015,1,                              
20151018B110-2015-00340A,1,                              
20151018B110-2015-00340A,2,                              
20151019062-15,1,39:4-96                       
20151019062-15,2,                              
20151019112-15,1,39:6B-2                       
2015102115028457,1,                              
2015102115028457,2,                              
2015102115028457,3,                              
2015102115069465,1,39:4(96) RECKLESS DRIVING     
2015102115069465,2,                              
2015102115112331,1,                              
2015102115112331,2,                              
2015102115114070,1,39:4(96) RECKLESS DRIVING     
20151021C040-2015-00197A,1,                              
2015102415051850,1,39:6B.2 UNINSURED VEHICLE     
20151025B110-2015-00294A,1,39 4 96                       
20151025B110-2015-00933A,1,39 4 50                       
20151025B110201501154A,1,                              
2015102615029349,1,39:4-88                       
2015102615054281,1,39:4-96  39:4-88              
2015102615132695,1,39:4-97                       
20151102C060-2015-00159A,1,39 4 97                       
20151102C060-2015-00159A,2,                              
